AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of Corrections,439.2,2009-09-17
Department of Motor Vehicles,276.0,2009-11-25
Office of the Chief Technology Officer,-525.0,2009-06-17
Serve DC,824.0,2009-12-30
Department of Health,4.75,2009-07-01
Metropolitan Police Department,50.46,2009-11-25
Metropolitan Police Department,391.68,2009-10-15
Fire & Emergency Medical Services,918.0,2009-08-05
Department of Health,165.0,2009-07-02
Department of Health,4.75,2009-02-12
Office of the Chief Financial Officer,80.5,2009-12-30
DC Department of Human Resources,6.44,2009-11-06
DC Public Library,97.99,2009-09-19
DC Public Library,100.0,2009-02-24
Department of Parks & Recreation,710.49,2009-09-17
Office of the Inspector General,110.5,2009-04-08
Disability Compensation Fund,154.88,2009-01-26
Department on Disability Services,234.78,2009-10-29
Department of Public Works,409.0,2009-07-21
Department of Education,482.45,2009-10-09
Department of Corrections,1038.83,2009-08-06
Homeland Security/Emergency Management,424.2,2009-04-22
Department of Public Works,32.93,2009-07-30
Office of the Inspector General,987.49,2009-03-24
Department of  Youth Rehabilitation Services,11.99,2009-10-15
University of the District of Columbia,18.15,2009-08-24
University of the District of Columbia,491.7,2009-09-28
Department of Health,583.61,2009-07-20
Metropolitan Police Department,695.0,2009-11-04
Office of Police Complaints,1682.5,2009-12-30
Department of Health,439.92,2009-07-27
Department of Public Works,1555.0,2009-03-03
Fire & Emergency Medical Services,69.0,2009-10-20
Office of the Chief Financial Officer,10.6,2009-03-10
Department of Human Services,889.87,2009-11-09
Serve DC,877.75,2009-06-19
Department of Health,1071.54,2009-12-12
Department of Motor Vehicles,845.0,2009-03-09
Department of Health,2254.0,2009-09-17
Department of Consumer & Regulatory Affairs,65.91,2009-06-25
Metropolitan Police Department,146.61,2009-11-03
"Department of Insurance, Securities & Banking",35.88,2009-11-05
Office of the Secretary,408.0,2009-07-21
Office of the Chief Technology Officer,1024.14,2009-07-10
Department of Human Services,2401.05,2009-05-08
DC Public Library,2991.26,2009-09-29
Child & Family Services Administration,751.0,2009-07-23
Commission on Arts & Humanities,24.48,2009-05-27
Department of Human Services,73.39,2009-05-29
DC Department of Human Resources,29.0,2009-06-05
Office of the State Superintendent of Education,110.0,2009-03-25
DC Public Library,1752.8,2009-07-28
District Department of Transportation,-162.15,2009-08-26
District Department of Transportation,575.0,2009-12-01
District Department of the Environment,264.82,2009-09-09
Department of Health,-367.4,2009-09-30
Office of the Tenant Advocate,15.06,2009-01-28
Department on Disability Services,154.99,2009-09-21
Department of Human Services,1253.06,2009-01-07
Office of the Chief Financial Officer,375.0,2009-05-21
"Department of Insurance, Securities & Banking",199.96,2009-05-12
Fire & Emergency Medical Services,999.0,2009-02-23
Commission of Judicial Disabilities & Tenure,183.02,2009-06-11
Fire & Emergency Medical Services,555.19,2009-05-04
Department on Disability Services,364.5,2009-05-20
Fire & Emergency Medical Services,239.31,2009-01-28
District Department of Transportation,2.24,2009-03-17
District Department of the Environment,1317.37,2009-08-14
Fire & Emergency Medical Services,71.96,2009-06-19
Department of Employment Services,34.4,2009-12-15
Department of Consumer & Regulatory Affairs,161.2,2009-02-07
Department of Public Works,112.9,2009-09-25
Department of Health,5.22,2009-03-10
Fire & Emergency Medical Services,-36.0,2009-06-09
Metropolitan Police Department,1054.8,2009-05-05
Office of the Inspector General,998.79,2009-06-15
Office of Human Rights,25.98,2009-06-19
DC National Guard,34.99,2009-11-11
Department of Education,22.95,2009-03-27
Office on Aging,1050.0,2009-05-22
Department of Health,438.0,2009-09-08
Office of the State Superintendent of Education,95.05,2009-06-16
Department of  Youth Rehabilitation Services,2027.0,2009-06-09
Office of Police Complaints,64.59,2009-03-18
Serve DC,472.16,2009-08-04
Department on Disability Services,3500.0,2009-10-13
Office of the State Superintendent of Education,125.0,2009-10-20
Fire & Emergency Medical Services,2795.0,2009-02-13
Fire & Emergency Medical Services,2694.15,2009-01-10
Department of Public Works,940.08,2009-05-30
Department of Public Works,715.2,2009-04-30
Department of Motor Vehicles,1014.0,2009-04-10
Department of Public Works,144.95,2009-01-29
Department on Disability Services,180.0,2009-09-24
Department of Health,2231.82,2009-03-16
District Department of the Environment,377.53,2009-09-17
Department of Corrections,468.0,2009-09-19
Fire & Emergency Medical Services,511.85,2009-09-24
Department of Property Management,78.39,2009-04-06
Office of the Chief Technology Officer,699.0,2009-09-23
Office of Administrative Hearings,535.0,2009-04-04
Department of Mental Health,646.0,2009-08-18
Department of Parks & Recreation,1800.0,2009-06-22
Department of Health,2999.12,2009-08-18
Department of Corrections,-2.25,2009-05-01
Department of Health,97.56,2009-08-03
Department of  Youth Rehabilitation Services,96.45,2009-11-19
Fire & Emergency Medical Services,49.99,2009-08-31
"Department of Insurance, Securities & Banking",2210.0,2009-02-28
DC Public Library,380.0,2009-11-30
Office of the Secretary,1486.68,2009-01-27
Department on Disability Services,-45.0,2009-04-21
Office of the State Superintendent of Education,86.0,2009-02-09
Board of Elections & Ethics,272.0,2009-03-09
Serve DC,35.0,2009-09-10
Office of Municipal Planning,1187.92,2009-08-22
Medical Liability Captive Insurance Agency,107.6,2009-05-18
Office of the Chief Financial Officer,63.4,2009-02-08
Department on Disability Services,273.7,2009-08-26
Office of the Inspector General,195.52,2009-03-16
District Department of the Environment,14.64,2009-07-09
Office of the Tenant Advocate,2463.74,2009-06-11
Department of Health,4.75,2009-03-09
Department of Human Services,414.2,2009-06-08
Department of Health,4.75,2009-02-12
Office of the Attorney General,309.0,2009-02-21
Office of the State Superintendent of Education,1851.3,2009-10-22
Department of Corrections,1795.6,2009-12-03
Office of Human Rights,450.0,2009-03-13
Office of the Chief Financial Officer,1898.48,2009-09-17
Office of the Mayor,6.0,2009-07-01
Metropolitan Police Department,374.2,2009-01-15
Department of Public Works,1994.1,2009-01-28
District Department of Transportation,15.0,2009-02-22
Office of the Tenant Advocate,26.85,2009-09-17
Fire & Emergency Medical Services,377.77,2009-01-24
Department of Health,355.0,2009-01-09
Department of Mental Health,11.99,2009-02-05
Metropolitan Police Department,-198.0,2009-10-26
Metropolitan Police Department,792.48,2009-12-08
District Department of Transportation,125.84,2009-07-01
Fire & Emergency Medical Services,10.0,2009-03-02
Fire & Emergency Medical Services,245.0,2009-05-08
Office of Disability Rights,324.6,2009-06-29
Office of the Secretary,386.57,2009-06-09
Department of Public Works,99.0,2009-12-22
Department of Health,4.75,2009-02-12
DC Department of Human Resources,330.0,2009-07-27
Fire & Emergency Medical Services,882.0,2009-07-24
Office of Victim Services,21.32,2009-05-18
Office of the Mayor,356.0,2009-03-31
DC Public Library,49.44,2009-12-01
Office of the State Superintendent of Education,294.4,2009-07-15
District Department of the Environment,458.38,2009-06-19
Serve DC,122.08,2009-04-14
Office of the Tenant Advocate,17.12,2009-12-06
Department of Public Works,189.81,2009-04-06
Fire & Emergency Medical Services,15.0,2009-03-09
Office of Partnership & Grant Services,1010.9,2009-02-05
Deputy Mayor for Economic Development,1476.5,2009-03-19
Metropolitan Police Department,3113.9,2009-04-03
Department of Public Works,150.0,2009-11-23
Department of Health,4.75,2009-02-12
Fire & Emergency Medical Services,679.96,2009-10-13
Department of Corrections,-100.0,2009-04-29
DC Public Library,323.13,2009-12-05
Office of the Inspector General,1809.1,2009-12-20
District Department of Transportation,525.0,2009-12-19
Office of the Tenant Advocate,26.85,2009-09-17
Department of Corrections,25.0,2009-12-15
Department of Public Works,-51.82,2009-11-23
Office of the State Superintendent of Education,2148.2,2009-03-25
DC National Guard,862.5,2009-02-13
Office of the State Superintendent of Education,65.5,2009-07-06
Office of the Secretary,176.56,2009-08-21
Fire & Emergency Medical Services,7.36,2009-02-04
Office of the Inspector General,350.0,2009-04-26
Department of  Youth Rehabilitation Services,47.98,2009-09-04
Office of the Chief Technology Officer,1412.98,2009-11-05
Metropolitan Police Department,44.9,2009-09-03
Fire & Emergency Medical Services,500.0,2009-11-24
Department of Property Management,21.66,2009-10-15
Office of Partnership & Grant Services,394.18,2009-07-17
Department of Public Works,2328.75,2009-09-16
Department of Consumer & Regulatory Affairs,149.1,2009-07-06
Metropolitan Police Department,34.36,2009-11-21
Department of Human Services,259.2,2009-08-20
Department of Motor Vehicles,88.32,2009-01-12
DC Public Library,333.0,2009-05-23
Alcoholic Beverage Regulation Administration,595.0,2009-06-23
Department of Motor Vehicles,1199.96,2009-07-14
Fire & Emergency Medical Services,457.65,2009-02-28
District Department of the Environment,2405.82,2009-11-02
Department on Disability Services,112.58,2009-09-04
Office of Public Educational Facilities Modernization,2000.0,2009-01-16
Department of Public Works,139.11,2009-05-06
Serve DC,164.5,2009-05-14
Department of Motor Vehicles,193.97,2009-11-03
Fire & Emergency Medical Services,959.0,2009-04-07
Department of Health,283.5,2009-09-11
Office of the State Superintendent of Education,474.0,2009-03-19
Office of Municipal Planning,19.43,2009-02-05
Department of Public Works,49.97,2009-08-01
Department of Public Works,37.44,2009-11-04
Office of the State Superintendent of Education,28.76,2009-08-19
Fire & Emergency Medical Services,358.5,2009-01-13
Office of the Tenant Advocate,106.2,2009-04-09
Department of Property Management,2450.0,2009-10-06
Alcoholic Beverage Regulation Administration,320.96,2009-09-02
Department of Motor Vehicles,581.65,2009-12-03
Office of the Inspector General,2411.5,2009-08-05
DC Public Library,180.23,2009-08-14
Department of Health,132.99,2009-06-30
Department of Human Services,354.51,2009-03-07
Department of  Youth Rehabilitation Services,155.83,2009-05-20
Commission on Arts & Humanities,105.47,2009-11-11
DC Public Library,1305.0,2009-11-04
Criminal Justice Coordinating Council,635.72,2009-07-25
University of the District of Columbia,160.0,2009-10-16
Office of the State Superintendent of Education,668.92,2009-07-10
Office of the State Superintendent of Education,2500.0,2009-02-05
Fire & Emergency Medical Services,18.14,2009-11-19
Department of Consumer & Regulatory Affairs,95.98,2009-11-23
Metropolitan Police Department,125.07,2009-11-02
Office of Municipal Planning,40.95,2009-06-08
Office of the Attorney General,158.71,2009-11-17
Fire & Emergency Medical Services,52.0,2009-05-27
Fire & Emergency Medical Services,150.0,2009-01-21
Department of Employment Services,356.43,2009-05-07
DC Public Library,498.0,2009-02-25
Department of Property Management,160.5,2009-01-07
Commission on Arts & Humanities,160.0,2009-04-11
Office of the Inspector General,1200.0,2009-06-05
Department on Disability Services,253.4,2009-12-18
Department of Health,4.75,2009-07-06
Fire & Emergency Medical Services,2496.0,2009-06-03
Office of the Mayor,2599.98,2009-09-23
Department of Mental Health,599.99,2009-09-09
District Department of Transportation,785.2,2009-05-22
Department of Housing & Community Development,240.0,2009-06-15
Department of Human Services,378.0,2009-03-23
Department of Corrections,455.0,2009-08-28
Office of the Chief Technology Officer,125.81,2009-04-22
DC Department of Human Resources,1110.0,2009-12-18
Office of Police Complaints,1596.75,2009-10-26
Department of Property Management,36.46,2009-01-15
Department of Mental Health,136.95,2009-04-06
Metropolitan Police Department,250.0,2009-08-14
Office of Contracting & Procurement,767.36,2009-06-26
Department of Parks & Recreation,615.0,2009-09-24
Office of the Chief Financial Officer,107.4,2009-02-06
Department of Public Works,420.86,2009-08-06
Office of the Chief Financial Officer,16.9,2009-03-10
University of the District of Columbia,409.56,2009-10-01
Office of the State Superintendent of Education,3.65,2009-07-02
Office of the Mayor,1449.0,2009-07-10
Office of the Chief Financial Officer,379.8,2009-07-10
DC Public Library,154.8,2009-07-28
Fire & Emergency Medical Services,125.85,2009-10-27
District Department of Transportation,299.0,2009-02-25
Department on Disability Services,172.8,2009-08-05
District Department of Transportation,956.88,2009-08-03
Office of the Chief Financial Officer,263.12,2009-02-20
District Department of Transportation,134.03,2009-01-28
Deputy Mayor for Economic Development,985.68,2009-07-15
Department of Motor Vehicles,1813.17,2009-12-16
Metropolitan Police Department,3.56,2009-12-21
Office of Finance & Resource Management,223.87,2009-09-30
Metropolitan Police Department,11.5,2009-09-07
Department of Public Works,779.9,2009-06-18
Metropolitan Police Department,9.73,2009-09-18
District Department of the Environment,210.82,2009-02-02
Office of the Chief Financial Officer,735.4,2009-10-19
Fire & Emergency Medical Services,40.0,2009-08-06
Office of the Inspector General,19.95,2009-01-21
Metropolitan Police Department,15.0,2009-03-25
Office of Motion Pictures & Television,700.0,2009-10-03
Department of Corrections,600.0,2009-03-11
Department of Property Management,94.43,2009-08-04
Fire & Emergency Medical Services,480.0,2009-06-26
Department of Mental Health,-48.99,2009-06-11
Office of the Mayor,3075.0,2009-09-12
District Department of the Environment,1663.0,2009-07-22
Department of Health,4.75,2009-02-12
Fire & Emergency Medical Services,377.77,2009-01-24
Department of Human Services,655.86,2009-07-09
District Department of Transportation,249.95,2009-07-10
Office of the Chief Financial Officer,540.0,2009-07-10
University of the District of Columbia,384.51,2009-07-24
Metropolitan Police Department,29.07,2009-09-08
Department of Property Management,17.1,2009-11-13
Office of the State Superintendent of Education,645.0,2009-12-23
Department of Property Management,233.92,2009-12-31
Department of Public Works,1322.02,2009-06-01
Fire & Emergency Medical Services,90.83,2009-01-26
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-07-08
Office of the Chief Technology Officer,160.0,2009-02-25
Department of Small & Local Business Development,427.4,2009-11-02
Metropolitan Police Department,124.5,2009-08-13
Fire & Emergency Medical Services,22.93,2009-02-06
Office of the Chief Financial Officer,119.95,2009-01-09
Department of Health,299.92,2009-10-26
Department of Education,104.33,2009-01-14
Office of the Inspector General,515.33,2009-11-04
Department of Corrections,794.0,2009-09-02
District Department of Transportation,29.14,2009-05-21
Department of  Youth Rehabilitation Services,20.0,2009-04-02
Department of Health,4.75,2009-01-29
Fire & Emergency Medical Services,57.87,2009-07-23
District Department of the Environment,239.2,2009-09-03
Department of  Youth Rehabilitation Services,321.4,2009-04-30
Fire & Emergency Medical Services,248.0,2009-03-18
Department of Property Management,2462.8,2009-10-22
Office of the Inspector General,999.83,2009-07-04
Homeland Security/Emergency Management,1100.0,2009-10-27
Office of the Mayor,76.25,2009-10-30
Department of Health,2265.0,2009-04-03
Department of Public Works,3.76,2009-08-13
Serve DC,391.68,2009-11-17
Office of the Chief Financial Officer,360.21,2009-09-08
Office of the Tenant Advocate,1200.0,2009-05-19
Department of Consumer & Regulatory Affairs,524.0,2009-10-30
District Department of Transportation,885.0,2009-09-11
District Department of Transportation,250.0,2009-01-22
Office of the Chief Technology Officer,120.0,2009-07-15
Department of  Youth Rehabilitation Services,751.4,2009-12-09
District Department of the Environment,96.84,2009-01-13
Fire & Emergency Medical Services,107.83,2009-07-08
Department of Housing & Community Development,50.0,2009-07-23
District Department of Transportation,255.0,2009-08-26
Department on Disability Services,219.34,2009-08-10
Department of Housing & Community Development,619.95,2009-09-23
Fire & Emergency Medical Services,73.2,2009-04-27
Metropolitan Police Department,511.16,2009-11-23
Office of the State Superintendent of Education,267.2,2009-06-17
Office of the Tenant Advocate,1682.5,2009-11-03
Department of Health,1675.0,2009-05-15
Department of Public Works,453.18,2009-03-26
Office of the Chief Financial Officer,527.96,2009-10-15
DC Public Library,21.21,2009-05-18
Metropolitan Police Department,1035.0,2009-02-26
Commission on Arts & Humanities,435.0,2009-09-11
Department of Motor Vehicles,2015.92,2009-04-20
Department of Housing & Community Development,99.06,2009-09-04
District Department of Transportation,14.8,2009-03-13
Department of Small & Local Business Development,768.0,2009-06-17
Department of Health Care Finance,24.75,2009-07-09
Metropolitan Police Department,212.5,2009-07-14
Office of the State Superintendent of Education,19.98,2009-12-22
DC Public Library,85.7,2009-06-03
Office of the Inspector General,19.29,2009-02-25
Fire & Emergency Medical Services,250.0,2009-03-25
Office of the State Superintendent of Education,-18.0,2009-07-31
Fire & Emergency Medical Services,9.94,2009-10-29
Office of the State Superintendent of Education,580.6,2009-11-19
Office of the Chief Financial Officer,435.0,2009-09-11
Department of Human Services,180.35,2009-05-29
DC Public Library,998.79,2009-02-04
Department of Public Works,1000.0,2009-07-10
District Department of Transportation,250.0,2009-10-16
Fire & Emergency Medical Services,175.0,2009-09-11
Fire & Emergency Medical Services,1720.37,2009-10-28
Fire & Emergency Medical Services,29.0,2009-06-05
Office of Police Complaints,242.52,2009-07-20
Department on Disability Services,306.62,2009-12-29
District Department of the Environment,371.65,2009-09-10
Office of the Secretary,241.0,2009-05-15
Serve DC,550.0,2009-08-11
University of the District of Columbia,219.74,2009-11-10
District Department of Transportation,30.24,2009-01-14
Metropolitan Police Department,2480.0,2009-08-28
Department of Corrections,1053.0,2009-10-23
Department of Public Works,15.0,2009-06-25
Office of the Tenant Advocate,1277.79,2009-10-08
Office of the Chief Financial Officer,148.5,2009-07-24
Department of Human Services,499.0,2009-10-29
Department of Employment Services,22.69,2009-10-30
District Department of the Environment,1180.0,2009-01-15
Office of the Chief Financial Officer,40.0,2009-08-24
Department of Mental Health,20.98,2009-09-26
Metropolitan Police Department,1580.0,2009-03-18
Department of Health,15.0,2009-11-06
Department on Disability Services,154.99,2009-09-21
University of the District of Columbia,101.34,2009-09-29
Office of Municipal Planning,2408.0,2009-07-23
Fire & Emergency Medical Services,7.89,2009-02-10
City Administrator/Deputy Mayor,296.08,2009-01-27
Department of Property Management,533.0,2009-07-02
Department of Health,271.96,2009-12-04
Department of Parks & Recreation,2487.16,2009-10-29
Department of Public Works,2378.23,2009-05-27
Fire & Emergency Medical Services,877.06,2009-01-07
Office of the Inspector General,314.91,2009-04-28
DC Public Library,495.98,2009-11-24
Office of Disability Rights,161.08,2009-08-14
Department of Public Works,256.82,2009-10-21
Department of Corrections,69.62,2009-02-18
Department on Disability Services,695.0,2009-11-04
Office of the Inspector General,997.0,2009-03-31
Department of Health,4.75,2009-01-06
District Department of Transportation,29.77,2009-04-21
Office of the Inspector General,474.88,2009-10-09
Office of the Tenant Advocate,1421.85,2009-05-22
Department of Human Services,376.07,2009-07-14
District Department of Transportation,29.37,2009-07-03
Fire & Emergency Medical Services,40.53,2009-11-10
District Department of Transportation,439.96,2009-12-11
Office of the Chief Technology Officer,850.0,2009-10-20
Office of the Tenant Advocate,32.69,2009-11-19
Department of Public Works,950.0,2009-02-19
Fire & Emergency Medical Services,2512.5,2009-01-08
District Department of the Environment,45.46,2009-09-11
Department on Disability Services,-1440.0,2009-09-18
District Department of the Environment,1359.61,2009-03-10
Office of the State Superintendent of Education,178.93,2009-04-23
Department of Health,4.75,2009-12-22
Office of the State Superintendent of Education,580.6,2009-11-19
University of the District of Columbia,33.99,2009-08-26
Department of Public Works,229.7,2009-07-07
DC Department of Human Resources,75.0,2009-07-22
Department of Motor Vehicles,170.69,2009-10-23
District Department of the Environment,1475.9,2009-04-13
Department of  Youth Rehabilitation Services,293.77,2009-01-08
Department of  Youth Rehabilitation Services,124.93,2009-09-29
Department of Health,1650.0,2009-09-02
District Department of Transportation,62.4,2009-09-24
Fire & Emergency Medical Services,-79.98,2009-11-10
Department of Motor Vehicles,675.0,2009-05-07
Department of  Youth Rehabilitation Services,497.23,2009-11-20
Department of Property Management,2468.4,2009-01-29
Fire & Emergency Medical Services,99.0,2009-11-23
DC Public Library,48.94,2009-07-14
Office of the Tenant Advocate,17.0,2009-09-18
Office of Contracting & Procurement,243.2,2009-07-30
Department of Public Works,645.0,2009-12-23
Office of the Chief Technology Officer,635.2,2009-07-16
Metropolitan Police Department,503.7,2009-01-12
Fire & Emergency Medical Services,2219.01,2009-03-29
Department of Health,450.0,2009-12-09
Fire & Emergency Medical Services,150.0,2009-06-30
Department of Public Works,500.0,2009-06-04
Department of Corrections,343.3,2009-02-28
Department of Public Works,190.3,2009-06-09
Office of the State Superintendent of Education,746.66,2009-04-23
DC Public Library,990.0,2009-02-04
Serve DC,540.48,2009-05-21
Commission on Arts & Humanities,30.05,2009-09-15
Metropolitan Police Department,6.3,2009-09-10
Department of Public Works,89.0,2009-12-20
District Department of the Environment,200.2,2009-07-09
District Department of Transportation,36.35,2009-01-13
Board of Elections & Ethics,475.0,2009-05-10
Department of Health,298.2,2009-10-07
Fire & Emergency Medical Services,69.5,2009-09-02
Department of Education,19.75,2009-05-21
Department of Housing & Community Development,230.2,2009-08-07
District Department of the Environment,19.19,2009-08-18
Office of the Attorney General,2364.12,2009-06-26
Department of Motor Vehicles,2360.75,2009-09-22
Department of Property Management,42.95,2009-06-03
Office of the Tenant Advocate,1930.02,2009-11-30
DC Public Library,217.2,2009-05-14
Office of Disability Rights,449.1,2009-05-27
Department of Property Management,-54.99,2009-06-02
Office of Victim Services,15.0,2009-06-25
DC Taxicab Commission,470.0,2009-08-26
Department of Employment Services,239.92,2009-12-02
Department of Property Management,742.8,2009-12-12
Office of the State Superintendent of Education,-19.19,2009-08-24
Office of the State Superintendent of Education,137.1,2009-01-13
Department of Corrections,185.37,2009-09-21
Commission on Arts & Humanities,240.53,2009-01-11
Fire & Emergency Medical Services,505.0,2009-08-11
Metropolitan Police Department,927.0,2009-06-16
Department of Health,2222.98,2009-04-21
Office of Unified Communications,25.0,2009-04-15
District Department of the Environment,25.0,2009-04-20
Department of Corrections,75.5,2009-10-30
Fire & Emergency Medical Services,29.98,2009-04-27
Department of Health,210.0,2009-12-11
Department of Consumer & Regulatory Affairs,457.44,2009-05-27
Department of Consumer & Regulatory Affairs,40.0,2009-03-15
Department of Property Management,1400.0,2009-02-10
Fire & Emergency Medical Services,100.0,2009-04-23
University of the District of Columbia,39.49,2009-08-26
Department of Public Works,2000.0,2009-10-16
District Department of the Environment,505.7,2009-10-15
Office of Contracting & Procurement,267.19,2009-11-10
Department of  Youth Rehabilitation Services,141.7,2009-06-09
Fire & Emergency Medical Services,825.0,2009-02-09
Department of Property Management,14.5,2009-07-21
Department of Property Management,125.0,2009-03-28
Metropolitan Police Department,38.11,2009-11-22
Contract Appeals Board,237.75,2009-09-30
Department of Health,4.75,2009-02-12
Department of Motor Vehicles,11.99,2009-12-15
Commission on Arts & Humanities,650.0,2009-02-11
Office of Administrative Hearings,430.0,2009-03-26
Department of Parks & Recreation,599.68,2009-04-01
Fire & Emergency Medical Services,248.34,2009-02-11
Department on Disability Services,44.0,2009-04-21
Office of the State Superintendent of Education,97.31,2009-06-24
University of the District of Columbia,93.35,2009-12-01
Department of Property Management,964.34,2009-09-25
District Department of Transportation,740.0,2009-08-10
City Administrator/Deputy Mayor,1499.99,2009-08-25
Office of Latino Affairs,65.97,2009-04-10
Metropolitan Police Department,368.46,2009-10-09
Department of Corrections,1041.0,2009-08-12
Office of the Chief Financial Officer,316.68,2009-05-04
Department of Public Works,61.27,2009-05-18
Office of the State Superintendent of Education,200.0,2009-12-16
Office of the Chief Financial Officer,279.0,2009-06-23
Department of Public Works,60.0,2009-01-16
Office of the Mayor,477.5,2009-01-28
Department of  Youth Rehabilitation Services,104.95,2009-05-15
City Administrator/Deputy Mayor,463.4,2009-02-12
Office of the State Superintendent of Education,94.0,2009-12-23
District Department of the Environment,238.62,2009-05-04
Department of Health,744.51,2009-07-09
Metropolitan Police Department,501.47,2009-10-30
Office of Unified Communications,22.99,2009-03-09
Office of the Chief Technology Officer,1313.84,2009-08-31
Office of the Chief Financial Officer,9.0,2009-11-05
Office of the Inspector General,995.0,2009-04-08
District Department of Transportation,335.0,2009-01-27
Fire & Emergency Medical Services,875.0,2009-04-10
Office of Veterans Affairs,1739.51,2009-11-03
DC Public Library,49.59,2009-11-12
Department of Employment Services,810.2,2009-01-28
District Department of Transportation,26.38,2009-09-08
Department of Health,389.2,2009-10-23
DC Public Library,443.16,2009-02-24
Department of  Youth Rehabilitation Services,-954.0,2009-09-14
Department of Public Works,89.0,2009-12-20
Deputy Mayor for Economic Development,12.69,2009-11-13
DC National Guard,-0.43,2009-02-18
Department of  Youth Rehabilitation Services,1729.14,2009-07-10
DC National Guard,171.2,2009-05-15
Metropolitan Police Department,13.23,2009-07-21
Fire & Emergency Medical Services,355.0,2009-08-26
Child & Family Services Administration,131.74,2009-01-28
Office of the Tenant Advocate,1008.0,2009-07-15
District Department of the Environment,2000.0,2009-03-18
Department on Disability Services,23.7,2009-11-02
District Department of Transportation,437.76,2009-06-18
Metropolitan Police Department,432.0,2009-08-27
Department of Property Management,1008.6,2009-02-06
Department of Corrections,942.81,2009-09-25
Office of Public Educational Facilities Modernization,2.96,2009-03-10
Metropolitan Police Department,1417.28,2009-09-10
Office of the Chief Technology Officer,416.34,2009-05-06
Office of Municipal Planning,43.06,2009-11-01
Department on Disability Services,100.0,2009-03-05
Department of  Youth Rehabilitation Services,437.59,2009-10-23
Department of Consumer & Regulatory Affairs,814.8,2009-08-27
Department of  Youth Rehabilitation Services,898.2,2009-02-21
Metropolitan Police Department,2415.0,2009-09-21
Serve DC,123.21,2009-08-06
District Department of Transportation,6.0,2009-07-01
Office of the Attorney General,2401.05,2009-05-08
Department on Disability Services,236.25,2009-09-28
Department of Employment Services,844.52,2009-05-27
Fire & Emergency Medical Services,8.0,2009-01-25
Child & Family Services Administration,1447.53,2009-12-08
Criminal Justice Coordinating Council,36.77,2009-08-02
Department of Health,4.75,2009-03-06
DC Public Library,-397.0,2009-02-14
District Department of Transportation,14.0,2009-08-25
Fire & Emergency Medical Services,279.2,2009-03-05
Metropolitan Police Department,427.05,2009-08-10
District Department of Transportation,355.87,2009-12-05
Fire & Emergency Medical Services,14.0,2009-08-25
Department of Public Works,1820.8,2009-04-28
Office of the State Superintendent of Education,551.07,2009-02-26
Department of  Youth Rehabilitation Services,322.0,2009-05-28
Department of  Youth Rehabilitation Services,1799.96,2009-08-26
Department of Health,18.0,2009-11-21
Office of Latino Affairs,380.2,2009-02-02
Department on Disability Services,97.96,2009-03-05
Department of Employment Services,-1309.7,2009-12-15
District Department of Transportation,590.2,2009-05-28
Office of the Attorney General,279.0,2009-12-17
Fire & Emergency Medical Services,43.55,2009-01-06
Fire & Emergency Medical Services,-929.99,2009-03-27
Department of Corrections,300.0,2009-03-25
District Department of the Environment,249.97,2009-09-11
Office of the Chief Financial Officer,2160.0,2009-07-02
Office of the State Superintendent of Education,376.31,2009-08-11
DC Public Library,1038.96,2009-09-23
Office of the State Superintendent of Education,346.05,2009-05-31
Child & Family Services Administration,1477.0,2009-06-04
Alcoholic Beverage Regulation Administration,605.48,2009-06-04
Office of the Secretary,992.42,2009-04-20
DC National Guard,7.49,2009-07-04
DC Public Library,1480.0,2009-05-27
Metropolitan Police Department,167.5,2009-03-10
Department of Employment Services,575.04,2009-02-04
Department of Public Works,49.0,2009-04-30
University of the District of Columbia,360.0,2009-08-04
Office of the Tenant Advocate,150.0,2009-10-10
Metropolitan Police Department,190.95,2009-01-28
Department on Disability Services,512.0,2009-04-14
Office of the Chief Financial Officer,7.56,2009-06-23
Office of Contracting & Procurement,88.43,2009-04-06
Office of the Chief Technology Officer,37.25,2009-09-17
DC Department of Human Resources,12.5,2009-06-02
Department on Disability Services,95.18,2009-06-25
Office of the Secretary,50.0,2009-08-05
Office of the State Superintendent of Education,179.95,2009-05-05
Department of Employment Services,2000.0,2009-10-30
DC Public Library,929.8,2009-06-03
Office of the Attorney General,432.0,2009-12-04
Department of Property Management,20.0,2009-08-13
Department of Human Services,795.0,2009-02-02
Department of Employment Services,39.16,2009-06-10
Department of Health,862.96,2009-08-20
Office of the State Superintendent of Education,274.2,2009-08-07
Office of the Tenant Advocate,1710.0,2009-10-25
District Department of Transportation,44.27,2009-07-25
District Department of the Environment,96.0,2009-04-27
University of the District of Columbia,191.32,2009-10-20
District Department of the Environment,1039.96,2009-08-19
Fire & Emergency Medical Services,44.5,2009-09-09
District Department of Transportation,375.0,2009-03-10
Department on Disability Services,1965.5,2009-06-12
Department of Public Works,140.0,2009-03-03
DC Department of Human Resources,82.29,2009-12-17
Fire & Emergency Medical Services,2500.0,2009-10-08
Department of Human Services,217.2,2009-05-14
Commission on Arts & Humanities,71.1,2009-10-13
District Department of Transportation,460.94,2009-08-12
Department of  Youth Rehabilitation Services,953.25,2009-04-03
Office of the Mayor,2106.93,2009-09-02
DC Department of Human Resources,870.7,2009-08-18
Metropolitan Police Department,-299.0,2009-03-20
