AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of the Chief Financial Officer,-13.858239811863399,2009-12-02
Fire & Emergency Medical Services,2239.3056713459596,2009-01-19
District Department of Transportation,329.0339814877917,2009-06-03
Department of Corrections,391.9374012484467,2009-05-07
DC Department of Human Resources,2806.4704871407753,2009-11-18
District Department of the Environment,112.8638469193916,2009-04-03
Department of Public Works,1257.202508866139,2009-05-01
District Department of Transportation,78.6247773731456,2009-12-30
Department of Employment Services,531.2658410746752,2009-07-17
Office of Disability Rights,54.839315177697095,2009-03-30
Department of Health,686.736360408361,2009-11-03
Office of Unified Communications,259.03567239693734,2009-04-22
University of the District of Columbia,122.93499895330626,2009-10-23
Department of Property Management,649.7479059259383,2009-07-22
Department of Parks & Recreation,840.9041777294074,2009-04-20
Office of the Mayor,65.0345464629577,2009-01-19
Department of Public Works,822.3502031781073,2009-09-23
Office of the Attorney General,433.7646836813048,2009-01-28
District Department of the Environment,753.3728823426422,2009-11-19
DC Office of Risk Management,481.1135062487571,2009-05-21
District Department of Transportation,134.36388755069837,2009-02-13
Office of Unified Communications,-135.53628827898538,2009-06-18
Board of Real Property Assessment & Appeals,171.3194082661599,2009-03-22
Department of  Youth Rehabilitation Services,602.1602498476707,2009-09-15
District Department of the Environment,132.98311867755604,2009-05-27
DC Public Library,1322.5058935938143,2009-09-25
University of the District of Columbia,1543.099746538197,2009-07-14
District Department of Transportation,1484.8918943355313,2009-04-21
Commission of Judicial Disabilities & Tenure,1649.988017076888,2009-01-13
DC Public Library,988.6057785787659,2009-04-28
Department of Health,396.98667308983346,2009-01-29
Department of Employment Services,-242.10338883069275,2009-06-02
Metropolitan Police Department,185.33195692468126,2009-12-08
Department of  Youth Rehabilitation Services,335.08510508659236,2009-10-29
Office of Community Affairs,-9.723034880591062,2009-09-22
Metropolitan Police Department,337.98336188722055,2009-01-23
Department of Health,1025.0269857878975,2009-02-13
Office of the State Superintendent of Education,-125.0621844547808,2009-12-20
Department of Property Management,480.04593795305414,2009-01-08
Department on Disability Services,126.22450423274513,2009-07-14
Contract Appeals Board,369.47522420480493,2009-08-25
Department of Corrections,-174.8832013425205,2009-11-04
Department of Public Works,515.7466538162157,2009-05-06
Department of Health,25.217704708540822,2009-01-26
Metropolitan Police Department,77.92551335747532,2009-01-28
Office of Partnership & Grant Services,246.5135193514407,2009-08-19
Department of Human Services,310.9080984075659,2009-02-18
Department of Property Management,190.81637143434767,2009-03-27
Fire & Emergency Medical Services,742.3357028078337,2009-03-28
Department on Disability Services,37.3310864399692,2009-05-05
District Department of Transportation,74.18520318752257,2009-06-05
Department of Health,22.43439807835324,2009-07-27
Department of Employment Services,365.6458688428778,2009-09-24
City Administrator/Deputy Mayor,-29.17236253556871,2009-08-13
Department of Property Management,279.8712581228957,2009-09-11
Office of the Tenant Advocate,30.536666373872936,2009-08-07
District Department of Transportation,757.4621208331806,2009-09-30
Department of Health,2503.47742778834,2009-05-08
University of the District of Columbia,478.1958777550473,2009-11-27
Commission on Arts & Humanities,150.9231038093029,2009-01-28
District Department of Transportation,103.04233105818544,2009-09-21
Metropolitan Police Department,270.9058790108695,2009-12-14
Office of the Mayor,86.11806319222825,2009-12-18
Department of Motor Vehicles,-33.969093741907386,2009-12-17
Office of the Chief Medical Examiner,321.53928161130347,2009-09-09
Fire & Emergency Medical Services,301.84844193835545,2009-05-08
Office of Public Educational Facilities Modernization,29.024121865730635,2009-08-06
Fire & Emergency Medical Services,726.1410429477879,2009-09-01
District Department of Transportation,103.40912477234629,2009-02-02
Office of the Chief Technology Officer,122.757564182329,2009-06-17
Fire & Emergency Medical Services,103.18573280816877,2009-06-23
DC Public Library,171.66801963119232,2009-09-30
Office of Motion Pictures & Television,24.60475059743316,2009-12-04
Alcoholic Beverage Regulation Administration,1615.5621296859708,2009-04-05
Department of Health,33.64783494404219,2009-10-04
Department of  Youth Rehabilitation Services,193.04428180351707,2009-12-04
Department of Public Works,106.37554866064531,2009-10-29
Department on Disability Services,486.2882091334592,2009-09-22
Department of Public Works,269.2579802553778,2009-09-23
Office on Aging,-184.8683114904737,2009-08-03
Department of Motor Vehicles,2.7291165767492203,2009-11-03
"Department of Insurance, Securities & Banking",1161.7137572083932,2009-07-12
"Department of Insurance, Securities & Banking",37.965526348003856,2009-04-22
District Department of the Environment,1473.3280110399917,2009-08-18
Department of Health,58.16794444425156,2009-11-24
Office of the Chief Financial Officer,-317.4075297777347,2009-06-05
Metropolitan Police Department,-205.13348447328502,2009-03-03
District Department of the Environment,-86.87217495198846,2009-02-27
Department of Mental Health,1203.2957911358396,2009-12-10
Department of Parks & Recreation,170.4517106771398,2009-01-22
Office of the Attorney General,333.1656978839964,2009-12-01
District Department of Transportation,-13.206647671093286,2009-07-10
Fire & Emergency Medical Services,-83.62595824193878,2009-12-02
Office of Latino Affairs,556.557010810974,2009-12-16
Department of Health,533.6779342307833,2009-08-27
Department of Motor Vehicles,299.3577757854288,2009-09-24
University of the District of Columbia,178.63415116371775,2009-03-23
Office of the Tenant Advocate,346.0569704480457,2009-01-26
Department of Public Works,60.49472939323584,2009-10-06
Office of Disability Rights,439.30907302023166,2009-10-07
Metropolitan Police Department,130.74017533898888,2009-08-07
Department of  Youth Rehabilitation Services,79.02924326651257,2009-11-03
Department of Health,-137.037045206542,2009-09-26
Office of the Chief Financial Officer,-48.96056607653611,2009-12-16
District Department of the Environment,389.94311893492,2009-12-09
Office of Public Educational Facilities Modernization,177.2760713968062,2009-05-14
Office of Unified Communications,126.19230592214416,2009-11-25
Department of Health,26.69658860987576,2009-01-22
DC Public Library,1418.6646108301825,2009-03-25
Department of Employment Services,427.08591833001464,2009-08-17
Department of Mental Health,57.392272724353575,2009-09-14
Department of Health,370.9702744797104,2009-08-24
City Administrator/Deputy Mayor,362.3690688329991,2009-11-18
Department of Property Management,203.93639080417066,2009-02-23
Department of Mental Health,163.28286943266284,2009-10-06
Office of the State Superintendent of Education,710.5882496198913,2009-07-06
Fire & Emergency Medical Services,61.8127515666611,2009-09-28
Department of Employment Services,148.9229001110267,2009-10-02
Metropolitan Police Department,-99.20261453263514,2009-04-08
Department of  Youth Rehabilitation Services,120.91952448476057,2009-05-07
Fire & Emergency Medical Services,57.69425951497217,2009-06-26
Department of Small & Local Business Development,8.43301804426648,2009-06-29
Department of Corrections,2161.758726663625,2009-06-23
Department of Public Works,1014.7186965155735,2009-02-25
Office of Municipal Planning,950.239373388399,2009-02-11
Office of the State Superintendent of Education,103.36557116633692,2009-03-09
Office of Community Affairs,1341.235944542943,2009-06-04
Department of Property Management,935.2969254456988,2009-11-04
Office of Public Educational Facilities Modernization,164.1481717426143,2009-08-11
Fire & Emergency Medical Services,-224.98586794111168,2009-12-11
Office of Victim Services,73.50948523918895,2009-06-11
District Department of Transportation,1092.7268655070693,2009-05-01
Office of the Mayor,93.47037781558836,2009-12-30
Department of Public Works,1846.1151924551039,2009-12-30
Office of the Inspector General,857.0208054713667,2009-05-12
Department of Corrections,251.73293202607255,2009-01-09
Office of the State Superintendent of Education,1536.1703982453166,2009-01-14
Metropolitan Police Department,57.37589933426103,2009-05-23
Metropolitan Police Department,378.26591368311756,2009-09-04
Fire & Emergency Medical Services,-342.8772325201882,2009-08-19
Office of the Chief Financial Officer,787.0287144138483,2009-04-24
DC Public Library,978.4578919282294,2009-12-31
Department of Public Works,86.0374873893892,2009-10-21
Department of Public Works,244.86162029159865,2009-03-06
Department of Parks & Recreation,82.83374079537651,2009-07-28
Department of Health,214.7984651600926,2009-05-20
Department of  Youth Rehabilitation Services,132.98812886379386,2009-07-03
Department of Employment Services,-29.125708403631577,2009-08-14
Department of Health Care Finance,-1034.3197743356516,2009-09-30
District Department of the Environment,166.00217426540547,2009-09-03
Metropolitan Police Department,2121.458695525276,2009-01-05
Office of the Tenant Advocate,180.86021720116545,2009-07-15
Department of Public Works,99.63388020711925,2009-07-14
Office on Aging,105.56834673010407,2009-03-10
Fire & Emergency Medical Services,18.050429737280524,2009-05-22
Office of the State Superintendent of Education,185.10570631149133,2009-12-20
Department of Public Works,932.4684458263432,2009-10-08
Fire & Emergency Medical Services,524.6212929414655,2009-07-14
Department of Mental Health,56.53395458767264,2009-01-12
Department of Small & Local Business Development,642.831356824764,2009-12-24
DC Public Library,-60.2639354102848,2009-11-09
Department of  Youth Rehabilitation Services,58.86643448581335,2009-09-25
Metropolitan Police Department,188.17523279745672,2009-03-10
Metropolitan Police Department,3056.0726831502798,2009-07-02
Office of the Tenant Advocate,426.5346379433556,2009-01-07
Office of the Attorney General,100.1935359418021,2009-05-13
Child & Family Services Administration,-161.86343761106045,2009-12-04
Department of Public Works,808.2965570271105,2009-11-19
Fire & Emergency Medical Services,-50.289820996642135,2009-08-23
Department of Health,235.58487043900163,2009-02-11
District Department of the Environment,373.53019823434045,2009-02-24
Department of Health,1804.559031444027,2009-03-10
Department on Disability Services,992.2504653644257,2009-04-29
Department of Public Works,2521.6963905150733,2009-05-24
Office of the Chief Financial Officer,233.44844691286542,2009-08-11
Department on Disability Services,-65.41123770986277,2009-12-30
Office of the Inspector General,295.6263149565742,2009-08-26
Fire & Emergency Medical Services,840.6387920614482,2009-01-28
Office of Finance & Resource Management,2050.73814009436,2009-12-17
Metropolitan Police Department,144.55396365936704,2009-08-12
Department of Housing & Community Development,516.6635184704169,2009-01-13
District Department of Transportation,82.88017731291711,2009-05-28
Department on Disability Services,598.9160361237233,2009-12-09
District Department of the Environment,382.1483474904258,2009-12-03
DC Public Library,796.8715163177709,2009-06-15
Department of Health,967.5083223060958,2009-05-11
Office of the Chief Medical Examiner,30.018135664363044,2009-06-24
Department on Disability Services,303.5867282739886,2009-02-12
City Administrator/Deputy Mayor,1098.7124316326024,2009-07-31
Office of the Tenant Advocate,-154.1142934845773,2009-04-14
DC Department of Human Resources,398.0728521090781,2009-11-07
Department of Parks & Recreation,-281.88387446730314,2009-12-01
Contract Appeals Board,590.7278065157747,2009-09-24
District Department of the Environment,779.7622327882838,2009-10-23
Fire & Emergency Medical Services,891.7147030762707,2009-10-22
District Department of Transportation,1117.2460683313905,2009-05-01
Office on Aging,444.23574145789235,2009-07-31
Department of Health,54.48560187017428,2009-08-20
Department of Health,1147.7795481040348,2009-02-04
Department on Disability Services,2472.9852326965743,2009-11-13
Department on Disability Services,231.69550935343952,2009-06-23
Office of the Chief Financial Officer,-98.98630781322701,2009-01-16
Office of Contracting & Procurement,1036.1901295563339,2009-03-23
Office of the Tenant Advocate,-134.78743457334946,2009-06-10
Office of the Chief Financial Officer,139.69600472046025,2009-04-09
Department of Public Works,1375.132817385125,2009-11-20
Department of Public Works,916.5860370958467,2009-03-19
Department on Disability Services,513.241876151547,2009-12-11
Office of the Mayor,-29.505891580241098,2009-12-11
Department on Disability Services,14014.171729232863,2009-11-01
Department on Disability Services,110.10557854001372,2009-03-30
Board of Elections & Ethics,1883.2354176190913,2009-08-03
District Department of Transportation,-24.316422097188706,2009-06-15
Department of Public Works,2459.505334927627,2009-11-05
Department of Health,807.6363810023728,2009-12-08
Fire & Emergency Medical Services,202.60583390386336,2009-11-10
District Department of Transportation,14.981008316195581,2009-02-21
Office of the Chief Financial Officer,1379.406054207301,2009-04-07
Department on Disability Services,32.34847090578643,2009-09-27
Metropolitan Police Department,218.64938591947333,2009-02-12
District Department of the Environment,-14.30844807497563,2009-01-07
Department of Parks & Recreation,1054.120867120105,2009-03-25
Department of Human Services,224.1940658039177,2009-10-15
Child & Family Services Administration,643.765908385868,2009-03-09
Metropolitan Police Department,110.52483884394186,2009-03-19
DC Department of Human Resources,189.610498416391,2009-09-28
District Department of the Environment,697.1998741444958,2009-11-13
District Department of Transportation,-167.59544924844784,2009-05-04
DC Department of Human Resources,-95.56453032705548,2009-02-24
Deputy Mayor for Economic Development,408.3300850450647,2009-11-09
Serve DC,-4.4912966068360305,2009-05-07
Fire & Emergency Medical Services,326.3130161482463,2009-09-15
Fire & Emergency Medical Services,18.53991538840222,2009-09-30
District Department of the Environment,505.9450457714795,2009-09-22
Department of  Youth Rehabilitation Services,1330.5026493122075,2009-02-19
Department of Health,497.8651040075871,2009-09-11
Office of Partnership & Grant Services,207.33494966299304,2009-06-15
Office of Municipal Planning,177.40065910345277,2009-08-14
Department of Public Works,653.3900097908437,2009-04-29
Office of the Inspector General,-6.497379066477393,2009-05-18
Department of Parks & Recreation,218.88799938023516,2009-12-03
Department on Disability Services,550.0982803577547,2009-02-28
Office of the Chief Financial Officer,646.6416484518786,2009-09-28
Office of the Inspector General,-3.965851463050157,2009-09-24
Office of the Chief Technology Officer,-21.22546566014647,2009-07-02
Office on Aging,916.1317632505849,2009-11-06
Fire & Emergency Medical Services,121.98395475064899,2009-07-19
Office of Community Affairs,153.3853157353107,2009-09-30
Board of Elections & Ethics,-145.4961730040665,2009-09-17
Department of Public Works,713.7023185083925,2009-11-17
Office of Partnership & Grant Services,1905.8019769847724,2009-11-13
Metropolitan Police Department,872.4355049138143,2009-02-23
Metropolitan Police Department,16.564806411644273,2009-10-30
Office of the State Superintendent of Education,834.1667402951871,2009-09-15
DC Public Library,82.00049027238441,2009-02-06
Office on Aging,386.5670287040204,2009-02-24
Board of Elections & Ethics,46.64106741125637,2009-09-08
Office of the State Superintendent of Education,372.5190304905437,2009-02-02
Metropolitan Police Department,-3.4671615372524798,2009-05-05
Office of the Inspector General,-24.230937983636693,2009-01-14
Department of Parks & Recreation,87.03129087804075,2009-04-01
Department of Housing & Community Development,1862.9616868086268,2009-06-08
Department of Health,199.1093222635301,2009-07-10
Fire & Emergency Medical Services,812.6513071970325,2009-01-15
Metropolitan Police Department,1080.0775060228373,2009-07-09
Department of  Youth Rehabilitation Services,66.98412586125016,2009-11-16
Metropolitan Police Department,150.38863563217282,2009-03-10
Department of Health,-83.36639272748742,2009-10-29
Office of Contracting & Procurement,-457.3533391754537,2009-12-30
District Department of Transportation,1868.9964302752217,2009-08-03
Office of the State Superintendent of Education,682.2112754027671,2009-09-23
Department of Health,-117.56411579498216,2009-06-09
Fire & Emergency Medical Services,357.847868476366,2009-04-06
District Department of Transportation,-208.44828081171346,2009-05-08
Department of Employment Services,216.25572361123258,2009-11-03
Office of the Chief Medical Examiner,789.801246374162,2009-03-11
Fire & Emergency Medical Services,422.6594217241042,2009-12-22
Fire & Emergency Medical Services,2955.5404102936363,2009-03-04
Fire & Emergency Medical Services,1189.5343276053156,2009-09-04
Department of Consumer & Regulatory Affairs,439.76400065512286,2009-08-25
Department of Health,66.85191408923758,2009-04-10
Office of Finance & Resource Management,1283.957351482199,2009-10-30
Fire & Emergency Medical Services,1635.766429152013,2009-01-12
DC Public Library,70.3459309005159,2009-06-30
Fire & Emergency Medical Services,1331.785189833891,2009-08-18
Department of Public Works,2558.1328916982193,2009-08-21
Fire & Emergency Medical Services,321.039990363469,2009-06-30
DC Public Library,292.270423690558,2009-09-05
Department of Health,265.2915847685972,2009-06-29
Office of Administrative Hearings,203.8514733666534,2009-08-27
Office of the Chief Medical Examiner,345.0260552992239,2009-09-22
Department on Disability Services,1250.0739834112508,2009-03-21
DC Public Library,2485.1899488002446,2009-08-30
Department of Health,303.91438046675773,2009-01-05
Department of Motor Vehicles,15.278744326700064,2009-03-24
Department on Disability Services,292.79693437747017,2009-11-22
City Administrator/Deputy Mayor,3023.994513897373,2009-07-02
Office of the Chief Medical Examiner,-24.961329456179065,2009-09-30
Office of the Tenant Advocate,565.5377221344455,2009-06-25
Office of Partnership & Grant Services,64.39850247428514,2009-08-17
"Department of Insurance, Securities & Banking",153.96380142417826,2009-09-14
Metropolitan Police Department,169.60294914370002,2009-12-12
Deputy Mayor for Economic Development,3.7356924826115545,2009-02-10
Office of the Tenant Advocate,2070.7779782468033,2009-09-23
Commission of Judicial Disabilities & Tenure,286.53540630462487,2009-04-13
District Department of the Environment,134.55369033670848,2009-12-15
Metropolitan Police Department,668.8218561180316,2009-03-27
Metropolitan Police Department,257.2878592882586,2009-07-15
Department on Disability Services,138.32494199526178,2009-08-25
Office of the Attorney General,764.8367270126976,2009-12-01
Metropolitan Police Department,444.55699665457007,2009-11-24
Contract Appeals Board,774.9881555786864,2009-08-11
Department of Housing & Community Development,-6.892576038317586,2009-10-21
DC Public Library,21.10456219624075,2009-01-28
Department of Human Services,397.337901631705,2009-10-28
District Department of the Environment,85.26354294612844,2009-01-09
Department of  Youth Rehabilitation Services,201.67197966731715,2009-12-02
Office of the Chief Financial Officer,-31.820720740304168,2009-04-29
Department of Property Management,62.352979957984104,2009-11-18
Office of the Inspector General,1168.9057965828447,2009-06-25
Department of Motor Vehicles,252.6985347795414,2009-08-21
Department on Disability Services,128.84624611282337,2009-07-24
Office on Aging,53.066514905595184,2009-09-10
Department on Disability Services,585.8771154632016,2009-12-31
District Department of Transportation,2269.1798962931252,2009-02-12
District Department of Transportation,-170.45100978550178,2009-05-08
City Administrator/Deputy Mayor,5134.929805414308,2009-03-04
Office of the State Superintendent of Education,-9.420788646290521,2009-09-25
Office of the Chief Financial Officer,314.95081067026433,2009-09-23
University of the District of Columbia,156.30102375204268,2009-09-15
Office of the Chief Technology Officer,376.4506986287104,2009-07-13
District Department of the Environment,75.4050261923274,2009-05-27
District Department of Transportation,2063.6314726495384,2009-01-21
Department of Health,132.81829444948028,2009-07-22
Fire & Emergency Medical Services,831.8956891415216,2009-10-25
Department of Corrections,264.19269491810854,2009-11-10
Fire & Emergency Medical Services,443.67026853810506,2009-07-02
Metropolitan Police Department,383.67751658322777,2009-02-24
Department of Housing & Community Development,862.7075018988958,2009-11-30
Office of the State Superintendent of Education,23.151623983261032,2009-05-11
Commission on Arts & Humanities,804.8461999126434,2009-10-20
Department of Human Services,80.16391215024373,2009-06-22
District Department of the Environment,143.82792448073542,2009-09-16
District Department of Transportation,226.42440296031623,2009-02-24
Homeland Security/Emergency Management,281.3801484775634,2009-03-05
DC Public Library,313.65902653935814,2009-12-30
Metropolitan Police Department,376.6884159603335,2009-11-24
Office of the Inspector General,679.147883977492,2009-01-02
Office of the Secretary,358.6268141778096,2009-06-25
District Department of the Environment,124.96515265521874,2009-07-07
Department of Public Works,1476.551962509302,2009-06-20
Department of Property Management,924.3706355157152,2009-10-10
Department of Property Management,56.078208795116964,2009-01-15
Office of the Tenant Advocate,6126.792901695439,2009-07-01
Department of Health,301.25056286432914,2009-06-26
Department of Human Services,272.32187970417164,2009-07-05
Commission of Judicial Disabilities & Tenure,717.2343993252026,2009-01-21
Department on Disability Services,87.34366304557638,2009-11-03
Department of Human Services,2278.6792954646075,2009-01-08
District Department of the Environment,815.0407034860256,2009-09-15
Department on Disability Services,4948.607527307082,2009-12-12
Department of Mental Health,246.60580147804012,2009-09-30
Office of Community Affairs,-48.53492904539118,2009-10-23
Department on Disability Services,272.85037465514364,2009-09-23
Department of Mental Health,2608.735066135401,2009-12-14
Office of Disability Rights,249.4743939838433,2009-08-21
District Department of Transportation,-382.4352022780276,2009-11-17
City Administrator/Deputy Mayor,183.7508109352766,2009-03-19
Department of  Youth Rehabilitation Services,80.31519898231173,2009-10-30
Department of Parks & Recreation,247.51109545308674,2009-01-21
Department of Corrections,342.6211043119273,2009-09-21
District Department of Transportation,1561.5225682080725,2009-03-24
Department of  Youth Rehabilitation Services,83.57480666801692,2009-03-30
Office of the Tenant Advocate,2363.3444533253805,2009-10-23
Department on Disability Services,93.8605959965902,2009-06-11
Office of the Chief Medical Examiner,123.37234427888771,2009-08-24
Department of  Youth Rehabilitation Services,922.8502409862192,2009-07-13
Criminal Justice Coordinating Council,-78.61092331629618,2009-12-11
District Department of Transportation,1519.1556281153503,2009-08-12
District Department of Transportation,167.58750276136504,2009-02-25
District Department of Transportation,371.7664354183121,2009-04-03
Office of the Tenant Advocate,2207.0158251146563,2009-07-24
Fire & Emergency Medical Services,120.6849452299324,2009-01-15
Department of  Youth Rehabilitation Services,843.0039045579184,2009-08-19
Department of Housing & Community Development,-70.3140667904832,2009-10-19
Department of Motor Vehicles,1748.8955251544478,2009-05-06
District Department of the Environment,62.20636318645941,2009-07-01
DC Public Library,6.353492001436244,2009-05-14
Office of the Inspector General,586.2034671144817,2009-01-16
Department of Health,311.6688347772991,2009-03-04
Department of Mental Health,552.3152409321724,2009-02-19
Department of Health,8.207248769146346,2009-04-29
DC Public Library,415.73919538564195,2009-06-26
Department of Consumer & Regulatory Affairs,157.52318883272966,2009-04-14
Department of Education,20.82044433545301,2009-02-26
Office of Human Rights,847.4512447940317,2009-06-17
Office of Contracting & Procurement,248.43795100051145,2009-07-09
Office of the Mayor,526.9868949245417,2009-09-23
DC Public Library,296.03846876660225,2009-08-18
District Department of the Environment,145.76790451867487,2009-09-24
Department of Consumer & Regulatory Affairs,743.3382693018677,2009-09-29
Office of the Inspector General,206.90047919572535,2009-06-25
Office of the Tenant Advocate,578.9009444209883,2009-07-25
Homeland Security/Emergency Management,943.6631597924569,2009-08-05
Department of Human Services,436.22715812074915,2009-07-17
Office of the Chief Medical Examiner,383.4859456649722,2009-05-01
District Department of the Environment,578.6213265869334,2009-11-17
Department of Employment Services,1179.1033543554086,2009-03-30
Department of Health,140.4071152753209,2009-08-13
Office of the Chief Financial Officer,148.270223988025,2009-06-10
Fire & Emergency Medical Services,-78.47416014128302,2009-11-10
Fire & Emergency Medical Services,115.5952693294926,2009-05-21
Department of Health,404.64200883443846,2009-09-02
Department of  Youth Rehabilitation Services,232.556953626128,2009-07-28
Office of the Tenant Advocate,28.051659439922567,2009-03-05
"Department of Insurance, Securities & Banking",830.1819706469832,2009-01-26
Contract Appeals Board,440.74413120588895,2009-03-31
District Department of Transportation,67.06313034076732,2009-12-09
Department of Employment Services,-12.601513085422141,2009-01-23
Office of the State Superintendent of Education,-64.22178225892779,2009-07-16
Department on Disability Services,103.46036965721063,2009-08-11
Office of the State Superintendent of Education,2473.9312279726933,2009-10-22
Department of Public Works,630.789795754893,2009-06-30
Fire & Emergency Medical Services,496.24449827958944,2009-09-14
Department of Public Works,368.51682863917455,2009-03-07
Department of Health,148.99040778788117,2009-08-24
Department of Human Services,574.8528627439374,2009-12-01
Office of the State Superintendent of Education,228.27941347388446,2009-05-22
Fire & Emergency Medical Services,1298.1484430842065,2009-11-05
District Department of Transportation,1628.5483445172335,2009-12-30
District Department of the Environment,-59.4523601958829,2009-05-26
Office of the State Superintendent of Education,536.2263857995617,2009-08-11
District Department of Transportation,150.06418024390427,2009-12-17
Fire & Emergency Medical Services,78.9288955023274,2009-01-19
Department of Property Management,177.72898665759357,2009-06-10
District Department of the Environment,467.27492442805806,2009-08-06
Department of Parks & Recreation,741.4451143532596,2009-02-12
Department of Property Management,-14.736078331033063,2009-12-21
Disability Compensation Fund,-148.84593771122528,2009-12-22
Department of Housing & Community Development,104.2986166916917,2009-04-28
Office of the State Superintendent of Education,472.7558404710833,2009-02-12
District Department of Transportation,403.1281332435525,2009-09-28
Department of Health Care Finance,507.4025121948368,2009-10-29
Department of  Youth Rehabilitation Services,182.05990403097053,2009-05-14
Department of Health,597.9687296442578,2009-02-19
Fire & Emergency Medical Services,2054.4796709616708,2009-05-29
Department of Housing & Community Development,181.25632270994126,2009-09-04
District Department of Transportation,363.18017054573977,2009-11-11
DC Public Library,372.1566933252989,2009-04-30
Office of the Chief Financial Officer,222.7153013554337,2009-12-11
Department of Health,849.0185047613336,2009-08-27
Office on Aging,258.61401702245007,2009-07-30
Office of the Secretary,153.96870807837635,2009-08-20
Department of Public Works,2590.248611631962,2009-06-16
Office of Contracting & Procurement,1800.8304934393016,2009-08-11
Department of Employment Services,115.74299378158327,2009-03-18
DC Public Library,1030.018775595074,2009-10-09
District Department of the Environment,942.997819444222,2009-02-19
Metropolitan Police Department,2354.240428331758,2009-08-12
Office of Employee Appeals,1184.7662529599882,2009-03-20
Department of  Youth Rehabilitation Services,2981.0096712718228,2009-02-06
Fire & Emergency Medical Services,204.24822851109178,2009-11-16
Metropolitan Police Department,350.0878707327968,2009-11-19
District Department of the Environment,-125.87735659068767,2009-04-14
Office of the State Superintendent of Education,1388.4400628357985,2009-06-24
Fire & Emergency Medical Services,96.68671117225873,2009-02-02
Department on Disability Services,-112.11838585652279,2009-07-21
Metropolitan Police Department,2315.0912885478065,2009-09-16
District Department of Transportation,339.8581098107708,2009-05-11
Department of Health,27.51457763049777,2009-01-27
Office of the Chief Financial Officer,3125.4151505464038,2009-07-21
Office of the Tenant Advocate,83.17686440864655,2009-06-19
Department of Human Services,546.2883142940291,2009-09-14
Department of Health,452.5908503621171,2009-10-26
Fire & Emergency Medical Services,2405.8391863595166,2009-07-01
Department of Property Management,28.45543302568413,2009-09-25
Fire & Emergency Medical Services,239.33687373677103,2009-06-02
Department of Consumer & Regulatory Affairs,6.7478671165615935,2009-11-04
Department of Health,-127.26199945683086,2009-12-13
Office of the Chief Technology Officer,206.1943157956955,2009-04-13
Office of the Attorney General,196.82772884142068,2009-11-24
Department of Housing & Community Development,623.9806412751032,2009-12-30
Office of the State Superintendent of Education,202.55949453858864,2009-01-29
City Administrator/Deputy Mayor,235.29201621361636,2009-11-10
Fire & Emergency Medical Services,1476.5758846340877,2009-10-27
Department on Disability Services,233.97717252915203,2009-08-15
Office of Municipal Planning,1418.681439712731,2009-09-04
Department of Corrections,2299.462542247761,2009-07-27
Department of Employment Services,-660.4306403768877,2009-06-23
DC Public Library,315.6094139907757,2009-09-03
Department on Disability Services,689.011912113753,2009-06-26
Office of the Chief Financial Officer,20.727875951107773,2009-02-20
Office of the State Superintendent of Education,1795.1960688705697,2009-02-06
Metropolitan Police Department,1096.5365920645575,2009-11-12
Department of Health,968.3429502425112,2009-01-22
Department of  Youth Rehabilitation Services,996.6831229017514,2009-05-09
Serve DC,23.484020855208904,2009-04-01
Office of the Chief Financial Officer,413.9729574957209,2009-03-24
Department of Corrections,44.789694052791916,2009-02-15
Department of Corrections,285.69676167822865,2009-11-25
Department of  Youth Rehabilitation Services,102.68171856517068,2009-08-30
Fire & Emergency Medical Services,-147.60146102484853,2009-07-20
Department of Human Services,-309.1605482701205,2009-05-07
Judicial Nomination Commission,-166.02555991486145,2009-07-10
District Department of the Environment,416.3872085232567,2009-12-04
Department of Motor Vehicles,353.46637005722687,2009-05-12
District Department of the Environment,745.7419155108403,2009-06-04
District Department of Transportation,310.779448584393,2009-04-07
Department of Health Care Finance,-85.9838014076149,2009-11-19
Office of the Chief Financial Officer,-33.24398332166618,2009-06-05
Department on Disability Services,2081.8826858328794,2009-04-20
District Department of the Environment,-79.54501014064684,2009-01-29
Department of Health,958.5130442096104,2009-03-25
Department of Employment Services,606.5669428310939,2009-02-13
Office of the Inspector General,135.97952627960558,2009-10-23
Office of the Chief Financial Officer,1126.321787434948,2009-11-12
Serve DC,-70.48803448304788,2009-01-06
Fire & Emergency Medical Services,140.77356822878411,2009-01-14
Department of Health,192.90076882726976,2009-12-16
Office of the Chief Financial Officer,2049.3757099881386,2009-04-10
District Department of the Environment,856.3254938930304,2009-05-27
Department of Human Services,1499.512572712402,2009-02-02
Office of Human Rights,355.00516473161053,2009-09-30
District Department of Transportation,722.8875787936956,2009-07-20
Office of the Tenant Advocate,463.67472334567066,2009-06-25
Department of Human Services,1207.124013952805,2009-10-20
District Department of the Environment,233.59776056530438,2009-06-24
Department of Public Works,181.77952498261527,2009-12-17
Department of Health,0.6665216924546353,2009-03-07
Department of Consumer & Regulatory Affairs,1776.6577692431226,2009-06-01
Department of Corrections,1248.2937487745094,2009-04-28
Metropolitan Police Department,84.74484881660396,2009-07-08
Fire & Emergency Medical Services,299.38946010517384,2009-12-15
District Department of the Environment,2546.1581583630527,2009-07-20
Department of Health,260.82748157754327,2009-01-25
DC Public Library,-87.20185177499145,2009-06-19
Department of Public Works,-972.8404546739149,2009-10-07
Metropolitan Police Department,113.6530222938674,2009-11-20
