AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of the State Superintendent of Education,2405.54,2009-04-11
Office of the State Superintendent of Education,3131.94,2009-07-22
Office of the Mayor,195.34,2009-01-07
Department of  Youth Rehabilitation Services,2388.99,2009-04-22
Board of Elections & Ethics,749.53,2009-12-13
Department of Employment Services,472.48,2009-10-22
Department of Public Works,472.42,2009-03-16
Office of the State Superintendent of Education,471.05,2009-10-23
Department of  Youth Rehabilitation Services,297.05,2009-06-16
Office of the State Superintendent of Education,332.39,2009-10-25
Department of  Youth Rehabilitation Services,1992.09,2009-08-26
Board of Elections & Ethics,1796.48,2009-06-21
Office of the State Superintendent of Education,2387.26,2009-09-25
DC Public Library,262.28,2009-03-30
DC Public Library,415.41,2009-07-05
Department on Disability Services,1416.18,2009-01-10
Department on Disability Services,1417.86,2009-03-19
University of the District of Columbia,2355.96,2009-11-06
Department of  Youth Rehabilitation Services,2801.94,2009-11-08
Department of  Youth Rehabilitation Services,488.53,2009-10-23
Department of Health,160.82,2009-07-26
Office of the Chief Financial Officer,744.71,2009-07-31
Department of  Youth Rehabilitation Services,221.81,2009-07-16
DC Department of Human Resources,2338.75,2009-08-06
Department of Human Services,409.02,2009-10-29
Department of Health,2928.6,2009-06-18
Department of Employment Services,802.56,2009-11-09
Department of  Youth Rehabilitation Services,403.96,2009-10-26
Office of Cable TV,1694.06,2009-10-24
Office of the Secretary,2320.03,2009-08-11
Department of  Youth Rehabilitation Services,1939.28,2009-08-23
Department of  Youth Rehabilitation Services,191.48,2009-07-25
Department of Public Works,148.2,2009-10-29
Office of the State Superintendent of Education,1659.98,2009-10-18
Department of Health,817.92,2009-04-24
Office of the Attorney General,557.93,2009-08-31
DC Public Library,2111.41,2009-04-11
Office of the State Superintendent of Education,2010.3,2009-09-26
Serve DC,82.88,2009-07-14
Department of Consumer & Regulatory Affairs,478.22,2009-10-28
Department of Health,660.98,2009-07-20
DC Public Library,241.02,2009-11-20
Office of the Secretary,2411.6,2009-10-24
DC Public Library,2295.76,2009-11-12
Department of Public Works,172.73,2009-07-16
Department of Public Works,339.25,2009-07-23
DC Department of Human Resources,75.76,2009-12-24
Department of Public Works,1736.0,2009-09-21
Serve DC,-12.14,2009-07-14
Office of the State Superintendent of Education,2983.85,2009-09-19
Department of  Youth Rehabilitation Services,614.2,2009-09-23
Department of Health,26.47,2009-06-18
Office of the State Superintendent of Education,1586.9,2009-09-21
Office of the Mayor,2183.85,2009-11-13
Department on Disability Services,206.69,2009-01-07
Office of the Chief Financial Officer,50.65,2009-10-23
Department of Public Works,319.94,2009-07-17
Department of Employment Services,304.7,2009-11-07
DC National Guard,2138.08,2009-04-20
Department of Public Works,2141.57,2009-08-11
DC Department of Human Resources,441.95,2009-03-18
Office of the State Superintendent of Education,1405.44,2009-07-09
Department of Health,1928.4,2009-11-17
Department on Disability Services,1647.41,2009-07-20
Office of Municipal Planning,691.85,2009-08-05
Child & Family Services Administration,665.88,2009-12-05
Department on Disability Services,275.86,2009-07-20
University of the District of Columbia,71.55,2009-11-13
Department of  Youth Rehabilitation Services,991.89,2009-01-06
Office of the State Superintendent of Education,1659.63,2009-01-08
DC Public Library,2238.2,2009-08-02
Department of Human Services,482.33,2009-10-27
Department of Consumer & Regulatory Affairs,1415.72,2009-03-29
Department of Public Works,217.35,2009-07-26
Department of Human Services,1859.48,2009-08-30
Department of Employment Services,1993.14,2009-09-06
DC Public Library,2589.15,2009-07-26
Department on Disability Services,-142.84,2009-11-18
Office of the Inspector General,2611.47,2009-02-02
Office of the State Superintendent of Education,810.43,2009-05-06
DC Public Library,585.68,2009-06-12
Department of Employment Services,1893.71,2009-02-17
Office of the State Superintendent of Education,1073.65,2009-11-16
Department of Health,182.18,2009-06-12
Department of Health,156.06,2009-07-16
DC Department of Human Resources,139.84,2009-09-25
Office of the State Superintendent of Education,2381.74,2009-08-29
DC Department of Human Resources,812.63,2009-09-25
Department of Employment Services,290.76,2009-07-10
DC Public Library,117.24,2009-04-05
Office of the State Superintendent of Education,676.73,2009-10-23
DC National Guard,1819.12,2009-03-31
Office of the State Superintendent of Education,926.85,2009-02-18
Office of the Secretary,1433.77,2009-07-27
Department on Disability Services,293.71,2009-07-27
Department on Disability Services,890.17,2009-07-12
Department of  Youth Rehabilitation Services,2703.68,2009-08-23
Department of  Youth Rehabilitation Services,2798.38,2009-08-06
Department of Employment Services,734.25,2009-09-25
Department of Small & Local Business Development,208.97,2009-11-09
Department of  Youth Rehabilitation Services,2246.2,2009-04-28
Serve DC,2887.06,2009-12-29
Department on Disability Services,166.77,2009-10-25
Department of Consumer & Regulatory Affairs,-299.36,2009-11-11
Office of the State Superintendent of Education,18.76,2009-07-26
Department of Mental Health,64.1,2009-02-08
Office of Unified Communications,264.57,2009-03-18
Department of Health,758.32,2009-07-23
Department of  Youth Rehabilitation Services,663.91,2009-03-17
Department of Consumer & Regulatory Affairs,2304.27,2009-11-19
Department on Disability Services,-106.42,2009-11-12
Department on Disability Services,222.54,2009-06-11
Department of Public Works,525.59,2009-08-28
Office of the Secretary,136.19,2009-10-23
Office of the State Superintendent of Education,1529.84,2009-09-09
Department on Disability Services,-632.05,2009-12-22
Department of Health,813.57,2009-10-31
Serve DC,2825.84,2009-10-05
Department of Public Works,189.32,2009-03-29
Department of  Youth Rehabilitation Services,2465.68,2009-08-03
Department of  Youth Rehabilitation Services,162.24,2009-03-17
DC Department of Human Resources,2555.33,2009-08-15
Office of the State Superintendent of Education,855.18,2009-04-16
Department of  Youth Rehabilitation Services,76.91,2009-11-17
Office of Administrative Hearings,2516.04,2009-09-19
Department of Health,693.75,2009-11-08
Department of  Youth Rehabilitation Services,256.04,2009-06-29
Child & Family Services Administration,2244.69,2009-10-12
Office of the Secretary,2520.92,2009-09-28
Department of  Youth Rehabilitation Services,1843.76,2009-11-24
Department of Corrections,265.88,2009-07-25
Department on Disability Services,288.25,2009-07-02
Department of Employment Services,1407.46,2009-09-25
Child & Family Services Administration,401.04,2009-11-25
Department of Health,2072.97,2009-06-25
Department on Disability Services,111.17,2009-08-17
Office of the State Superintendent of Education,2388.69,2009-10-22
University of the District of Columbia,111.0,2009-10-27
DC Office of Risk Management,2249.3,2009-06-26
Department on Disability Services,308.73,2009-07-29
Office of the State Superintendent of Education,295.58,2009-08-21
Department of Motor Vehicles,411.12,2009-11-02
Department of Consumer & Regulatory Affairs,982.9,2009-09-13
Department of Public Works,200.18,2009-08-01
Department of  Youth Rehabilitation Services,310.07,2009-10-10
Office of Municipal Planning,2087.04,2009-09-26
Department of  Youth Rehabilitation Services,989.68,2009-09-01
Department of  Youth Rehabilitation Services,579.69,2009-07-03
Office of the State Superintendent of Education,360.15,2009-07-06
Department of Mental Health,1952.9,2009-03-03
Department of Consumer & Regulatory Affairs,281.68,2009-07-23
District Department of Transportation,1934.66,2009-02-15
Child & Family Services Administration,291.17,2009-11-02
Department on Disability Services,1702.19,2009-08-20
Department of  Youth Rehabilitation Services,1080.81,2009-09-14
Department of  Youth Rehabilitation Services,2888.89,2009-09-20
Department of Consumer & Regulatory Affairs,99.6,2009-07-28
Office of the State Superintendent of Education,365.36,2009-07-20
Department of  Youth Rehabilitation Services,1651.03,2009-07-21
Department of Consumer & Regulatory Affairs,1304.77,2009-04-26
Office of the State Superintendent of Education,1907.4,2009-12-28
Department of Employment Services,1317.32,2009-02-26
Board of Elections & Ethics,226.79,2009-10-26
Office of the Chief Financial Officer,-20.54,2009-07-19
Department of Parks & Recreation,2234.22,2009-11-09
Office of the State Superintendent of Education,479.67,2009-06-19
Office of the Inspector General,222.01,2009-03-16
Department of  Youth Rehabilitation Services,1043.01,2009-04-20
Office of Contracting & Procurement,2616.26,2009-06-07
Department of Public Works,1486.83,2009-07-24
Department of  Youth Rehabilitation Services,4772.46,2009-07-21
Office of the State Superintendent of Education,210.07,2009-06-18
Department of Corrections,1601.36,2009-03-10
Board of Elections & Ethics,243.78,2009-10-21
Office of Unified Communications,949.28,2009-09-17
DC Department of Human Resources,1904.9,2009-09-26
Department of Human Services,365.78,2009-08-02
Department of Health,116.36,2009-08-01
Department on Disability Services,831.11,2009-07-19
Department of Human Services,86.19,2009-03-09
University of the District of Columbia,617.49,2009-11-22
Department on Disability Services,150.66,2009-07-29
Department of  Youth Rehabilitation Services,154.64,2009-01-05
DC Public Library,1765.4,2009-01-08
Office of the Secretary,403.93,2009-11-22
DC Public Library,55.67,2009-07-17
Department on Disability Services,127.58,2009-12-18
Department of Motor Vehicles,2130.9,2009-09-03
Office of the State Superintendent of Education,588.36,2009-02-20
Office of the State Superintendent of Education,12.46,2009-07-25
Department of  Youth Rehabilitation Services,2363.12,2009-08-17
Department of Health,1620.35,2009-07-20
Department of Health,1456.25,2009-12-31
Department on Disability Services,971.63,2009-07-21
Department of  Youth Rehabilitation Services,2083.73,2009-10-24
Department of Health,361.8,2009-07-13
Office of the State Superintendent of Education,2113.0,2009-07-21
Office of the State Superintendent of Education,1734.31,2009-08-24
Department of  Youth Rehabilitation Services,148.04,2009-03-28
Department of Consumer & Regulatory Affairs,2241.62,2009-11-16
Department on Disability Services,201.44,2009-06-18
Office of the State Superintendent of Education,926.02,2009-10-16
Office of Latino Affairs,37.41,2009-08-27
Office of the State Superintendent of Education,1261.04,2009-01-07
Board of Elections & Ethics,1970.51,2009-11-06
Department on Disability Services,319.19,2009-06-13
Office of the State Superintendent of Education,292.16,2009-11-02
Department of Motor Vehicles,52.99,2009-06-26
Department of Corrections,548.0,2009-10-20
Office of Partnership & Grant Services,2359.47,2009-04-04
Office of the State Superintendent of Education,200.87,2009-06-21
Office of the Chief Financial Officer,2747.12,2009-10-24
Department of Health,1784.69,2009-01-12
Department of  Youth Rehabilitation Services,1070.39,2009-03-16
DC Public Library,266.14,2009-10-29
Office of the State Superintendent of Education,392.58,2009-07-10
Department of  Youth Rehabilitation Services,184.34,2009-07-16
DC Public Library,142.56,2009-08-10
Department of Corrections,233.29,2009-10-26
Department of Public Works,2008.07,2009-08-17
Department of  Youth Rehabilitation Services,192.68,2009-08-03
Department of  Youth Rehabilitation Services,2352.19,2009-11-02
Department of  Youth Rehabilitation Services,2038.16,2009-07-12
Office of the Mayor,2098.09,2009-08-01
Department of Public Works,401.59,2009-05-13
Office of the Secretary,398.86,2009-09-16
Department of Human Services,883.58,2009-08-28
Department of  Youth Rehabilitation Services,2017.06,2009-11-30
Department of  Youth Rehabilitation Services,-142.53,2009-11-20
Department of Corrections,391.03,2009-06-22
Department of  Youth Rehabilitation Services,392.49,2009-03-26
Department of Property Management,479.52,2009-12-06
Department of  Youth Rehabilitation Services,25.4,2009-06-28
Department of Human Services,2067.86,2009-09-02
Department on Disability Services,661.96,2009-11-14
Office of the State Superintendent of Education,96.49,2009-07-27
Office of Victim Services,2138.82,2009-04-24
Department of Health,148.29,2009-07-14
DC Public Library,166.71,2009-12-07
DC Public Library,1120.18,2009-04-05
Office of the Attorney General,1263.58,2009-01-06
Department of Health,2984.11,2009-07-11
Department of Health,286.2,2009-07-18
Office of the State Superintendent of Education,-6.42,2009-08-03
Office of the State Superintendent of Education,-353.84,2009-07-18
Department of Employment Services,809.66,2009-12-07
Department of Human Services,695.83,2009-06-26
Department of Employment Services,2164.15,2009-03-28
Department of Health,1876.3,2009-06-19
DC Department of Human Resources,840.71,2009-09-17
Department of Health,175.8,2009-07-31
Department of Human Services,903.41,2009-11-20
Department of Health,345.92,2009-02-16
Office of the State Superintendent of Education,1759.72,2009-02-18
Office of the State Superintendent of Education,229.67,2009-07-25
Department of  Youth Rehabilitation Services,563.8,2009-05-20
DC Public Library,2129.87,2009-02-13
Department on Disability Services,402.96,2009-10-31
Department of Health,2099.51,2009-01-08
Office of the State Superintendent of Education,51.45,2009-11-12
Office of the State Superintendent of Education,2354.41,2009-09-18
Office of the State Superintendent of Education,289.4,2009-07-22
Office of the State Superintendent of Education,2049.38,2009-03-21
Department of Mental Health,2198.63,2009-03-24
Department on Disability Services,143.95,2009-12-16
Department of  Youth Rehabilitation Services,1022.19,2009-03-30
Department of Human Services,551.87,2009-10-25
DC Public Library,1906.8,2009-09-01
Office of the State Superintendent of Education,157.63,2009-12-04
Department of Public Works,775.83,2009-07-31
Department of Mental Health,179.23,2009-03-20
Office of the State Superintendent of Education,373.27,2009-10-27
Department of  Youth Rehabilitation Services,882.57,2009-11-13
Office of the State Superintendent of Education,1825.44,2009-08-29
Homeland Security/Emergency Management,1134.86,2009-11-16
Office of the State Superintendent of Education,407.18,2009-07-06
Department of Corrections,170.99,2009-03-21
Department of  Youth Rehabilitation Services,752.86,2009-09-30
Department of Parks & Recreation,3189.25,2009-11-15
Department of Corrections,249.07,2009-10-19
Department of Consumer & Regulatory Affairs,830.47,2009-09-26
Office of the Chief Medical Examiner,340.77,2009-09-26
Department of Mental Health,293.27,2009-07-01
Office of the State Superintendent of Education,521.59,2009-10-23
Department of Health,261.51,2009-07-03
Child & Family Services Administration,17.51,2009-11-17
Department on Disability Services,285.08,2009-07-03
Office of Unified Communications,1594.64,2009-06-28
Department of Employment Services,1179.75,2009-04-04
Office of the State Superintendent of Education,-236.36,2009-11-01
Department of Parks & Recreation,1484.44,2009-11-01
Department of Employment Services,585.74,2009-11-26
Department of  Youth Rehabilitation Services,-77.96,2009-06-27
Department of Health,948.94,2009-11-17
Department of  Youth Rehabilitation Services,641.42,2009-09-05
Office of the State Superintendent of Education,302.57,2009-01-12
DC Public Library,375.28,2009-07-26
Department of Public Works,696.05,2009-08-08
Department of Public Works,1907.66,2009-08-19
Office of the Secretary,615.91,2009-12-02
Office of the Secretary,2507.78,2009-09-17
Department of Employment Services,2566.71,2009-09-21
Department of Mental Health,236.79,2009-01-08
Office of the Chief Financial Officer,175.57,2009-11-14
District Department of Transportation,2550.71,2009-10-07
Department of Health,1101.84,2009-07-20
Office of the Inspector General,444.32,2009-03-02
Department of Public Works,2091.69,2009-09-15
Office of the State Superintendent of Education,274.24,2009-07-24
Office of Municipal Planning,477.73,2009-03-19
Department on Disability Services,207.93,2009-06-16
Department of  Youth Rehabilitation Services,314.04,2009-01-06
Office of the State Superintendent of Education,2364.07,2009-11-18
Department of Employment Services,668.31,2009-11-10
Office of the State Superintendent of Education,564.88,2009-06-30
Department on Disability Services,216.8,2009-11-17
Office of the State Superintendent of Education,1065.39,2009-08-25
Department of Employment Services,55.64,2009-10-21
Department of Public Works,183.89,2009-07-24
Department of  Youth Rehabilitation Services,709.88,2009-11-17
Department of  Youth Rehabilitation Services,170.88,2009-07-22
DC Department of Human Resources,734.35,2009-08-11
Department of Mental Health,288.54,2009-11-18
Department of Public Works,1638.35,2009-06-17
Department of Public Works,2083.05,2009-08-06
Office of the State Superintendent of Education,2641.21,2009-02-23
Department on Disability Services,377.48,2009-10-17
Department of  Youth Rehabilitation Services,1504.73,2009-01-05
Office of the State Superintendent of Education,2281.64,2009-09-25
Department of Motor Vehicles,1159.06,2009-02-22
Department of Health,537.23,2009-03-01
Department of Human Services,379.13,2009-07-13
Office of the State Superintendent of Education,435.58,2009-07-29
Department of Human Services,2276.2,2009-09-26
Department of Human Services,514.3,2009-10-21
DC Department of Human Resources,2260.58,2009-08-01
Office of the State Superintendent of Education,1335.83,2009-09-26
DC Public Library,376.89,2009-07-29
DC Public Library,78.44,2009-11-27
Department of Health,1015.18,2009-07-23
Department of Property Management,504.93,2009-12-01
Department of Health,2665.49,2009-06-04
Office of the Chief Financial Officer,234.84,2009-07-08
Department of Employment Services,2939.09,2009-09-14
Department of Public Works,157.37,2009-08-02
Office of Contracting & Procurement,2618.89,2009-06-18
Office of the State Superintendent of Education,2407.27,2009-07-04
University of the District of Columbia,36.69,2009-10-11
Department of  Youth Rehabilitation Services,1916.38,2009-12-07
Department of  Youth Rehabilitation Services,1484.49,2009-08-07
Department of Public Works,94.81,2009-06-18
Office of the State Superintendent of Education,660.29,2009-11-27
Department of Health,325.56,2009-08-04
Office of the Secretary,430.98,2009-11-17
Department of Mental Health,232.83,2009-07-20
Department of Human Services,2306.22,2009-08-22
District Department of the Environment,2669.76,2009-08-03
Department of Public Works,504.36,2009-11-06
DC Public Library,544.07,2009-06-24
Office of the State Superintendent of Education,2003.07,2009-11-07
Department of Human Services,453.07,2009-11-27
Office of the State Superintendent of Education,625.51,2009-11-03
Department of Motor Vehicles,445.27,2009-06-27
Department of Health,1433.25,2009-02-12
Office of the Secretary,208.86,2009-10-25
Department of Employment Services,315.78,2009-11-03
Department on Disability Services,1951.59,2009-09-02
Department of Health,149.35,2009-07-12
Department of  Youth Rehabilitation Services,1826.67,2009-09-12
Department of Employment Services,164.68,2009-03-12
Department of Consumer & Regulatory Affairs,1355.71,2009-10-22
Department of Mental Health,2282.38,2009-10-20
Office of the State Superintendent of Education,249.44,2009-07-15
Department of Corrections,451.17,2009-03-03
Office of the State Superintendent of Education,742.91,2009-06-30
Office of the State Superintendent of Education,619.62,2009-10-24
Department of Public Works,275.11,2009-10-12
Department of Housing & Community Development,2158.04,2009-07-01
Department of Consumer & Regulatory Affairs,1870.87,2009-09-12
Department of  Youth Rehabilitation Services,312.65,2009-10-25
Department of Employment Services,2153.6,2009-08-19
Department on Disability Services,2319.86,2009-08-27
DC Public Library,385.27,2009-11-08
Department of  Youth Rehabilitation Services,2425.68,2009-11-01
DC Public Library,2108.99,2009-10-17
Department of Health,31.44,2009-07-24
Department of Human Services,2062.39,2009-12-03
Department of Mental Health,372.74,2009-07-28
Office of the State Superintendent of Education,633.31,2009-07-20
Department of  Youth Rehabilitation Services,2450.04,2009-08-22
Office of the State Superintendent of Education,50.62,2009-12-29
Department of  Youth Rehabilitation Services,843.59,2009-10-23
Office of the Chief Financial Officer,69.44,2009-10-19
Department of Mental Health,72.46,2009-10-31
Department of Employment Services,2477.47,2009-09-26
Department of  Youth Rehabilitation Services,2113.42,2009-07-13
Department on Disability Services,1007.08,2009-07-16
Board of Elections & Ethics,556.77,2009-07-26
Department of Public Works,2116.45,2009-07-11
Department of Human Services,375.35,2009-11-15
Office of the State Superintendent of Education,-102.88,2009-10-29
Department of  Youth Rehabilitation Services,282.41,2009-07-19
Office of the Secretary,683.04,2009-06-08
Department of Human Services,1609.92,2009-07-23
Department of Corrections,345.77,2009-11-01
Department of Health,151.8,2009-07-24
Department of Human Services,2383.25,2009-04-10
Office of the State Superintendent of Education,224.48,2009-01-06
DC Public Library,276.53,2009-03-31
Office of Municipal Planning,100.03,2009-07-12
Office of the State Superintendent of Education,1221.96,2009-03-30
Department of Corrections,312.19,2009-07-24
Office of the Secretary,710.6,2009-11-12
Department of  Youth Rehabilitation Services,51.93,2009-10-21
Department of Public Works,2812.08,2009-08-22
DC Department of Human Resources,290.75,2009-09-20
Department of  Youth Rehabilitation Services,2303.92,2009-09-09
Board of Elections & Ethics,166.16,2009-10-12
Department of Public Works,1221.98,2009-04-16
District Department of Transportation,2470.49,2009-06-18
Department of Public Works,232.21,2009-08-18
Department of Motor Vehicles,1176.75,2009-02-19
Department of Mental Health,131.69,2009-03-11
Department of Public Works,280.04,2009-07-25
District Department of the Environment,1743.58,2009-01-07
DC Public Library,2475.91,2009-03-15
Office of the State Superintendent of Education,527.36,2009-08-04
Department on Disability Services,285.02,2009-06-23
DC Public Library,2605.73,2009-09-21
Department of  Youth Rehabilitation Services,1474.29,2009-04-29
Department of Health,413.52,2009-06-18
Department of Health,174.66,2009-11-09
Department of Corrections,680.48,2009-10-07
Board of Elections & Ethics,684.91,2009-11-17
DC Public Library,2827.75,2009-09-21
Department of Employment Services,2615.99,2009-08-04
DC Public Library,1445.92,2009-09-23
Department on Disability Services,958.14,2009-07-12
Department of  Youth Rehabilitation Services,2441.54,2009-07-28
Department of  Youth Rehabilitation Services,178.39,2009-01-30
Department of  Youth Rehabilitation Services,193.95,2009-01-29
Department of Public Works,542.97,2009-07-28
Department of Health,194.88,2009-08-08
Department of  Youth Rehabilitation Services,1971.91,2009-08-19
Office of the Chief Financial Officer,180.04,2009-01-07
Office of the State Superintendent of Education,256.69,2009-08-01
DC Public Library,652.43,2009-05-29
Department of Health,1864.81,2009-09-28
Department of Employment Services,294.9,2009-02-23
District Department of the Environment,2382.12,2009-08-17
Department of Employment Services,69.42,2009-10-31
Department of  Youth Rehabilitation Services,309.13,2009-11-04
Office of the Inspector General,1628.0,2009-08-25
Department on Disability Services,2119.96,2009-12-27
Office of the State Superintendent of Education,1653.45,2009-01-06
University of the District of Columbia,2371.82,2009-10-24
Department on Disability Services,198.65,2009-07-26
Department of Health,748.31,2009-03-25
Office of Municipal Planning,552.11,2009-10-30
Department of  Youth Rehabilitation Services,845.8,2009-08-06
Department of Health,553.05,2009-03-27
Serve DC,448.19,2009-03-06
Office of the Chief Medical Examiner,286.82,2009-10-23
Board of Elections & Ethics,132.03,2009-11-18
Department of  Youth Rehabilitation Services,2001.74,2009-03-17
Department of Mental Health,2209.22,2009-06-17
Office of the State Superintendent of Education,350.2,2009-01-07
Department of Corrections,881.95,2009-10-21
Department on Disability Services,3007.7,2009-09-23
Department of Employment Services,218.38,2009-07-26
Department of  Youth Rehabilitation Services,1034.89,2009-06-20
Department of  Youth Rehabilitation Services,25.89,2009-10-24
Department of Health,127.85,2009-10-21
Department of Health,-120.76,2009-11-08
District Department of the Environment,1974.81,2009-12-02
Office of the State Superintendent of Education,1263.36,2009-07-09
Department of Health,2224.64,2009-11-02
Department of  Youth Rehabilitation Services,2498.01,2009-08-08
Department of Employment Services,1695.45,2009-09-07
Office of the State Superintendent of Education,2321.94,2009-10-25
District Department of Transportation,2239.25,2009-07-15
Department of Mental Health,128.13,2009-08-31
Office of Municipal Planning,403.51,2009-12-12
Department of Employment Services,1950.88,2009-09-09
Department of Public Works,1476.94,2009-12-29
Department of Corrections,782.46,2009-09-28
Department of Human Services,2157.9,2009-08-29
Office of the Attorney General,2580.25,2009-03-13
Department of  Youth Rehabilitation Services,1737.24,2009-08-23
Office of Finance & Resource Management,1847.28,2009-05-16
Department of Public Works,804.15,2009-11-07
Department of Consumer & Regulatory Affairs,992.57,2009-03-22
Department on Disability Services,2045.28,2009-07-23
Department on Disability Services,153.89,2009-07-14
Office of the State Superintendent of Education,2483.31,2009-03-09
Office of the State Superintendent of Education,334.57,2009-10-25
Department of Health,256.95,2009-07-09
Office of Municipal Planning,218.89,2009-11-02
Child & Family Services Administration,1926.28,2009-11-03
Office of the State Superintendent of Education,2432.4,2009-01-09
Department of Employment Services,890.24,2009-11-07
Office of the State Superintendent of Education,1372.83,2009-09-30
Department of  Youth Rehabilitation Services,2481.47,2009-06-30
Department of Employment Services,682.78,2009-09-15
Department of  Youth Rehabilitation Services,1081.77,2009-08-15
Department of Mental Health,1819.64,2009-11-10
Office of Community Affairs,416.13,2009-09-17
Office of the State Superintendent of Education,1226.53,2009-03-28
Department of Employment Services,126.22,2009-11-02
Department on Disability Services,2393.74,2009-01-06
DC Department of Human Resources,2140.11,2009-10-27
Department of  Youth Rehabilitation Services,958.49,2009-03-10
Office of Municipal Planning,271.59,2009-10-31
Department of Health,-458.53,2009-10-08
Department of Human Services,303.73,2009-04-01
Office of the State Superintendent of Education,2667.96,2009-10-05
Department of  Youth Rehabilitation Services,9.9,2009-07-31
Department of Health,1430.83,2009-07-12
Office of the Mayor,2431.91,2009-03-28
Department of Human Services,1432.04,2009-02-28
Department on Disability Services,201.53,2009-06-15
Department of  Youth Rehabilitation Services,280.47,2009-04-05
Office of the State Superintendent of Education,1474.54,2009-10-21
Office of the State Superintendent of Education,2496.88,2009-06-12
District Department of the Environment,2348.41,2009-12-28
Department of Consumer & Regulatory Affairs,45.32,2009-10-26
Department of  Youth Rehabilitation Services,1148.57,2009-08-26
Office of the State Superintendent of Education,667.6,2009-01-05
Department of  Youth Rehabilitation Services,860.39,2009-07-15
Department of  Youth Rehabilitation Services,-529.94,2009-03-16
Office of the State Superintendent of Education,416.55,2009-07-13
Department of  Youth Rehabilitation Services,17.3,2009-10-30
Department of  Youth Rehabilitation Services,124.52,2009-06-24
DC Public Library,304.12,2009-12-28
DC Public Library,468.83,2009-11-28
DC Public Library,61.56,2009-12-22
Office of the State Superintendent of Education,326.56,2009-01-09
Department of Property Management,2234.45,2009-09-06
Department on Disability Services,623.63,2009-11-03
Department of  Youth Rehabilitation Services,1402.15,2009-03-05
Department of Employment Services,233.51,2009-11-10
Office of the State Superintendent of Education,104.15,2009-07-18
Department of  Youth Rehabilitation Services,635.41,2009-10-28
Office of the State Superintendent of Education,2740.2,2009-06-23
Department of Consumer & Regulatory Affairs,555.7,2009-10-25
Department of  Youth Rehabilitation Services,2612.16,2009-09-23
Office of the State Superintendent of Education,317.45,2009-07-22
Office of the Mayor,2085.5,2009-11-13
Board of Elections & Ethics,2078.1,2009-07-11
Department of Consumer & Regulatory Affairs,2567.04,2009-07-30
Department of  Youth Rehabilitation Services,274.38,2009-03-20
Department of Corrections,2269.7,2009-09-24
DC Public Library,742.98,2009-08-30
Commission on Arts & Humanities,2337.86,2009-06-09
Office of Unified Communications,1201.3,2009-02-16
Office of the State Superintendent of Education,629.86,2009-04-27
Office of the State Superintendent of Education,409.82,2009-06-18
Department on Disability Services,492.7,2009-06-19
Department of Health,2257.22,2009-07-05
Department of Health,863.54,2009-07-24
DC Department of Human Resources,2030.31,2009-11-02
District Department of the Environment,1650.68,2009-03-19
Office of the State Superintendent of Education,857.19,2009-01-05
Department of Health,938.32,2009-02-19
Department of  Youth Rehabilitation Services,2079.88,2009-07-11
Department of  Youth Rehabilitation Services,1713.1,2009-04-30
Department of Consumer & Regulatory Affairs,1605.64,2009-09-18
Department of  Youth Rehabilitation Services,183.35,2009-07-31
District Department of the Environment,2115.12,2009-12-29
Department of Health,100.07,2009-07-18
Department of Health,189.07,2009-07-31
Department of Employment Services,2007.09,2009-11-15
Department of  Youth Rehabilitation Services,176.77,2009-10-19
Office of the State Superintendent of Education,195.8,2009-07-13
Department of Health,550.73,2009-10-30
Office of the State Superintendent of Education,989.3,2009-07-12
Department of  Youth Rehabilitation Services,253.09,2009-07-21
Department of Consumer & Regulatory Affairs,325.99,2009-07-20
Department of Health,861.72,2009-05-07
DC Public Library,2429.62,2009-08-30
Department of Human Services,675.03,2009-08-17
Serve DC,31.09,2009-07-14
Office of the State Superintendent of Education,504.4,2009-11-08
Department of Mental Health,193.71,2009-11-20
Department of Employment Services,250.07,2009-01-07
Office of the State Superintendent of Education,1986.13,2009-11-15
Department on Disability Services,2098.56,2009-08-26
Department of Public Works,2413.34,2009-07-18
Department on Disability Services,1506.24,2009-06-21
Department of Human Services,1591.93,2009-09-21
Office of the State Superintendent of Education,2510.69,2009-04-24
DC Public Library,2188.45,2009-09-01
Department of Mental Health,46.99,2009-12-19
DC Department of Human Resources,303.28,2009-11-13
Office of the Secretary,162.67,2009-10-16
Office of the State Superintendent of Education,426.99,2009-06-20
Department of Mental Health,1984.85,2009-03-18
Office of the Attorney General,2162.23,2009-09-21
Department of  Youth Rehabilitation Services,178.87,2009-04-04
Office of the State Superintendent of Education,735.78,2009-04-07
Department of  Youth Rehabilitation Services,2054.88,2009-07-24
Department of  Youth Rehabilitation Services,1121.29,2009-01-08
Department of Human Services,773.88,2009-06-10
Department of Human Services,70.92,2009-12-20
Department of Employment Services,2707.38,2009-08-12
Child & Family Services Administration,2767.36,2009-09-27
Office of the State Superintendent of Education,2363.98,2009-09-26
Department of Health,274.92,2009-07-14
Office of the State Superintendent of Education,402.02,2009-04-19
Department of  Youth Rehabilitation Services,624.96,2009-11-13
Office of the State Superintendent of Education,2191.44,2009-06-29
Department of Public Works,60.88,2009-11-05
Department of Human Services,793.81,2009-07-21
Department of Consumer & Regulatory Affairs,2144.43,2009-11-15
District Department of the Environment,1213.98,2009-04-17
Office of Municipal Planning,348.42,2009-10-02
