AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Contract Appeals Board,81.0723938567669,2009-07-27
Fire & Emergency Medical Services,913.2613195457916,2009-07-27
Office of the Chief Technology Officer,1800.2801127253588,2009-07-27
Fire & Emergency Medical Services,428.902243789452,2009-07-27
District Department of the Environment,319.519380944711,2009-07-27
Department of Mental Health,-15.128070074989296,2009-07-27
Office of the Tenant Advocate,2043.344427774491,2009-07-27
Office of Victim Services,1083.574446607221,2009-07-27
Metropolitan Police Department,-118.86900395238968,2009-07-27
Office of the Chief Financial Officer,2212.169666734587,2009-07-27
Child & Family Services Administration,2435.537682037197,2009-07-27
District Department of Transportation,-229.08964913040563,2009-07-27
District Department of the Environment,-33.111512070343,2009-07-27
Office of the State Superintendent of Education,248.31815209227975,2009-07-27
Department of  Youth Rehabilitation Services,999.2058824219924,2009-07-28
Department of Housing & Community Development,784.2181127363832,2009-07-28
DC Department of Human Resources,-904.3564911342528,2009-07-28
District Department of Transportation,3210.526736952848,2009-07-28
Fire & Emergency Medical Services,1355.808009538467,2009-07-27
District Department of Transportation,1025.6210940389412,2009-07-28
Commission on Arts & Humanities,308.29663522311847,2009-07-28
Department of Human Services,-218.17180843893985,2009-07-28
District Department of the Environment,1176.000991675523,2009-07-28
Department on Disability Services,1299.5746301813438,2009-07-28
Serve DC,605.3181709371827,2009-07-28
Department of Consumer & Regulatory Affairs,168.6133429830548,2009-07-28
Office of the State Superintendent of Education,-2210.516148086199,2009-07-28
Office of the Mayor,306.67582427349794,2009-07-28
Office of the Chief Financial Officer,-439.0485043891348,2009-07-28
Department of Corrections,332.10809312699,2009-07-28
Department of Public Works,424.6254360065226,2009-07-28
"Department of Insurance, Securities & Banking",655.2986442808099,2009-07-28
Department of Health,685.532587019861,2009-07-28
District Department of Transportation,1097.070808884147,2009-07-28
Department of Health,353.33724462625867,2009-07-28
Metropolitan Police Department,293.5043508717714,2009-07-28
Department of Health,1897.8206549548663,2009-07-28
Fire & Emergency Medical Services,1237.2986609024458,2009-07-28
Department on Disability Services,-423.5362969726128,2009-07-28
Department of  Youth Rehabilitation Services,684.5799858898639,2009-07-28
Office of Cable TV,-364.3276965196311,2009-07-28
Department of Health,-267.7538980276503,2009-07-28
Department of Parks & Recreation,-274.7266451019067,2009-07-28
District Department of Transportation,108.19127904870516,2009-07-28
Department of Corrections,-1490.3690216180912,2009-07-28
Office of the Secretary,1303.641443582179,2009-07-28
Department of Public Works,163.58975253510192,2009-07-28
Fire & Emergency Medical Services,566.5264501197198,2009-07-28
Department on Disability Services,-282.88580681672534,2009-07-28
Fire & Emergency Medical Services,808.9559429735938,2009-07-28
Department of Employment Services,145.2626741937292,2009-07-28
District Department of Transportation,619.7293933892224,2009-07-28
District Department of Transportation,-587.9941574276978,2009-07-28
Metropolitan Police Department,2438.445230566786,2009-07-28
City Administrator/Deputy Mayor,98.89001030942012,2009-07-28
Department on Disability Services,1061.0836887270907,2009-07-28
District Department of Transportation,-837.3058463463457,2009-07-28
Department of Public Works,1601.6598691182403,2009-07-28
Office of the Mayor,167.7556020368346,2009-07-28
Department of  Youth Rehabilitation Services,1042.9591486741017,2009-07-29
Department of Public Works,475.6168093110065,2009-07-29
Office of the Secretary,724.1730420207628,2009-07-28
Office of the State Superintendent of Education,2064.248135291752,2009-07-29
Office of the Inspector General,878.2518434053925,2009-07-29
Department of Property Management,1193.5585153566976,2009-07-29
Commission on Arts & Humanities,1641.6392669711504,2009-07-29
Office of the Chief Financial Officer,741.7801216005778,2009-07-29
University of the District of Columbia,780.7666352317497,2009-07-29
Department of Human Services,-806.5178060848201,2009-07-29
Department of Health,1094.4903191927326,2009-07-29
Department of Public Works,-53.87578685039182,2009-07-29
Fire & Emergency Medical Services,140.22280902346324,2009-07-29
Office of Victim Services,1009.8532347054016,2009-07-29
Office of the Attorney General,163.10559847038252,2009-07-29
Fire & Emergency Medical Services,898.7348051946368,2009-07-29
Department on Disability Services,-397.1498499811476,2009-07-29
Department of  Youth Rehabilitation Services,1399.455149461818,2009-07-29
Metropolitan Police Department,1144.9129918808835,2009-07-29
Metropolitan Police Department,805.0214720821111,2009-07-29
District Department of Transportation,2368.258736958609,2009-07-29
Office of the Mayor,1069.695413882852,2009-07-29
Department of Public Works,79.72464499222008,2009-07-29
District Department of Transportation,1264.8470978349396,2009-07-29
Department of Motor Vehicles,1098.4472214456669,2009-07-29
District Department of Transportation,404.9125461360924,2009-07-29
DC Department of Human Resources,934.7580072941856,2009-07-29
Department of  Youth Rehabilitation Services,199.54288501625783,2009-07-29
Office of the State Superintendent of Education,-1894.63292201884,2009-07-29
Department of Health,-951.6073844524072,2009-07-29
Metropolitan Police Department,1521.84519932537,2009-07-29
Homeland Security/Emergency Management,693.4391751372312,2009-07-29
Office of the Attorney General,691.977806002024,2009-07-29
Office of the Chief Financial Officer,270.9402179645302,2009-07-29
Office of Disability Rights,1780.0618107226917,2009-07-29
District Department of Transportation,85.64238634654475,2009-07-29
DC Lottery & Charitable Games Control Board,-281.62001190267927,2009-07-29
Office of Police Complaints,829.5492196247806,2009-07-29
City Administrator/Deputy Mayor,1396.3509417295804,2009-07-29
Department on Disability Services,-439.6273293966741,2009-07-29
Department on Disability Services,975.272603805985,2009-07-29
Fire & Emergency Medical Services,461.1046583484978,2009-07-29
Fire & Emergency Medical Services,1482.4379651983083,2009-07-29
Department of Human Services,-84.31971135547371,2009-07-29
Department of Health,-193.5799712921225,2009-07-29
Office of Contracting & Procurement,-90.67280783970602,2009-07-29
Office of Public Educational Facilities Modernization,973.3347007085988,2009-07-29
District Department of the Environment,15.379742177219327,2009-07-29
District Department of Transportation,1145.2590252790264,2009-07-29
District Department of the Environment,19.819991066789385,2009-07-29
Department on Disability Services,136.63348840565675,2009-07-29
Department on Disability Services,589.971148798123,2009-07-29
DC Department of Human Resources,779.90253578937,2009-07-29
DC Public Library,510.7297813308596,2009-07-29
Office of the Chief Financial Officer,1358.9985616114109,2009-07-29
Fire & Emergency Medical Services,2061.8443209579136,2009-07-29
Metropolitan Police Department,241.14808978005664,2009-07-29
Office of the Chief Financial Officer,-393.7269604771043,2009-07-29
Department on Disability Services,270.7964453013672,2009-07-29
Fire & Emergency Medical Services,1103.585239592364,2009-07-29
Department of Human Services,711.1022700403565,2009-07-29
Department on Disability Services,1274.3461359904886,2009-07-29
Department on Disability Services,1389.6294057178814,2009-07-29
Fire & Emergency Medical Services,-415.983412820181,2009-07-29
Office of Human Rights,881.5504142166657,2009-07-29
District Department of Transportation,2289.129573608844,2009-07-29
Office of Community Affairs,2073.068277821632,2009-07-29
Department of Property Management,2191.0522935606627,2009-07-29
Department of Parks & Recreation,-172.9687545981999,2009-07-29
"Department of Insurance, Securities & Banking",-536.0079002553622,2009-07-29
Department of Corrections,861.1987099552862,2009-07-29
Office of the Attorney General,-216.93159890229765,2009-07-29
Fire & Emergency Medical Services,2428.618225216468,2009-07-29
Office of Cable TV,34.24363403364873,2009-07-29
City Administrator/Deputy Mayor,814.2654386595775,2009-07-29
Department of Human Services,-1443.2093676734007,2009-07-29
District Department of Transportation,937.5235998738,2009-07-29
Department of Health,1654.5215801903837,2009-07-29
Department of Small & Local Business Development,302.12854069857565,2009-07-29
Office of the Secretary,-225.1700904263448,2009-07-29
District Department of Transportation,312.5602087551126,2009-07-29
District Department of Transportation,364.8843493483706,2009-07-29
Fire & Emergency Medical Services,1115.245914120881,2009-07-29
Fire & Emergency Medical Services,-773.5493062831237,2009-07-29
Office of the Chief Technology Officer,1375.3759282196727,2009-07-29
Department of Housing & Community Development,687.0201975677902,2009-07-29
Department of  Youth Rehabilitation Services,748.0643217603513,2009-07-29
Department of Health,1066.4278533564204,2009-07-29
District Department of Transportation,1507.4119176857607,2009-07-29
Department of Human Services,-1135.7189528225958,2009-07-29
Department of Health,-374.45193633327983,2009-07-29
Office of the State Superintendent of Education,699.9730345837135,2009-07-29
Office of the Attorney General,-199.46511273756573,2009-07-29
Department of Health,1308.0309254309832,2009-07-29
Department of Consumer & Regulatory Affairs,98.50188972241187,2009-07-29
Department of Consumer & Regulatory Affairs,553.3691248450506,2009-07-29
Department of Motor Vehicles,367.53538806860274,2009-07-29
Office of the Chief Financial Officer,1007.1518326584454,2009-07-29
District Department of Transportation,1010.828153652276,2009-07-29
Department of Property Management,-347.91863835908225,2009-07-30
Metropolitan Police Department,-281.43041769576337,2009-07-30
Contract Appeals Board,1170.488478290731,2009-07-30
Department of Health,298.324721763895,2009-07-30
Office of the Mayor,1470.6346786844986,2009-07-30
Department on Disability Services,132.51131571682953,2009-07-30
Department of Property Management,544.7278008265863,2009-07-30
District Department of the Environment,-318.3397216529744,2009-07-30
Office of the Chief Financial Officer,161.45387816443088,2009-07-29
District Department of Transportation,2202.165229062865,2009-07-30
Office on Asian/Pacific Affairs,501.38410404696816,2009-07-30
Department of Property Management,1537.397677217569,2009-07-30
District Department of the Environment,675.2300696085329,2009-07-30
DC Public Library,-350.63623943196865,2009-07-30
Department of Health,-287.9839582017871,2009-07-30
Department of Health,-1120.932926038898,2009-07-30
Department of Health,1164.6092411631505,2009-07-30
Office of Disability Rights,-154.1479592157408,2009-07-30
Department of Property Management,680.8877686556343,2009-07-30
District Department of Transportation,726.0661076273732,2009-07-30
Fire & Emergency Medical Services,917.7425201784844,2009-07-30
Department of Consumer & Regulatory Affairs,553.3691248450506,2009-07-30
Department of Motor Vehicles,142.4835067294568,2009-07-30
Department of Health,1269.3135881372318,2009-07-30
Criminal Justice Coordinating Council,548.8586754454254,2009-07-30
Department of  Youth Rehabilitation Services,1246.3024428571237,2009-07-30
Department of  Youth Rehabilitation Services,-741.5515368951175,2009-07-30
Department of Housing & Community Development,858.3885322061722,2009-07-30
District Department of the Environment,1360.8066958764618,2009-07-30
District Department of the Environment,179.64465255241532,2009-07-30
Department of Parks & Recreation,-388.8968247515928,2009-07-30
Office of the Chief Financial Officer,-66.62633789920767,2009-07-29
Department of Health,-450.4630142806183,2009-07-30
Office of Municipal Planning,573.9587522997807,2009-07-30
Office of the State Superintendent of Education,332.72809696680054,2009-07-30
Department of Health,900.6857280698736,2009-07-30
District Department of the Environment,-560.4460232807352,2009-07-30
Metropolitan Police Department,1801.4726840050596,2009-07-30
University of the District of Columbia,-1239.8945353303309,2009-07-30
Department of Health,-7.063730695756249,2009-07-30
Department of Health,203.8535164662582,2009-07-29
Department of Property Management,-119.88409244643094,2009-07-29
Serve DC,401.3702582041644,2009-07-29
Office of the Attorney General,1156.29369072136,2009-07-29
Department of Corrections,1077.698439191975,2009-07-29
District Department of Transportation,1669.6173565727108,2009-07-29
Department of Motor Vehicles,1959.89875388899,2009-07-29
Department of Property Management,524.8508563934128,2009-07-29
District Department of Transportation,-517.3751851521619,2009-07-29
Department of Corrections,1204.6112974666603,2009-07-29
Criminal Justice Coordinating Council,887.3145676101842,2009-07-29
Office of the State Superintendent of Education,86.55377079607916,2009-07-29
Fire & Emergency Medical Services,662.908590889848,2009-07-30
City Administrator/Deputy Mayor,106.19556914694778,2009-07-30
Office of Contracting & Procurement,2148.917062724136,2009-07-30
Office of Unified Communications,917.485985137,2009-07-30
Department of Health,1414.3185884130455,2009-07-30
Department of Health,436.3914546678417,2009-07-30
Office of the State Superintendent of Education,-252.3438302637229,2009-07-30
Fire & Emergency Medical Services,243.43434763132643,2009-07-30
Department of Public Works,518.4806998368952,2009-07-30
Department of Public Works,994.5840126778336,2009-07-30
Department of Employment Services,-469.1821241887799,2009-07-30
Office of Contracting & Procurement,670.1259760574172,2009-07-30
Department of Public Works,2678.8555295046267,2009-07-30
Department of Employment Services,1270.6654246064527,2009-07-30
Child & Family Services Administration,403.8194651355863,2009-07-30
Office of Latino Affairs,1484.7174356072492,2009-07-30
Office on Aging,1088.537707038041,2009-07-30
Department of Human Services,930.6709577270018,2009-07-30
Department of  Youth Rehabilitation Services,157.55349587735913,2009-07-30
Office of the State Superintendent of Education,-613.3795954523322,2009-07-29
Metropolitan Police Department,1598.286232727306,2009-07-30
Department on Disability Services,-659.7935895616782,2009-07-30
DC National Guard,444.3628388889329,2009-07-30
Office of the Attorney General,-498.7858693084633,2009-07-30
University of the District of Columbia,731.0120083543925,2009-07-30
Department of Motor Vehicles,584.1302802746001,2009-07-30
Fire & Emergency Medical Services,1602.6301958178888,2009-07-30
Office of the State Superintendent of Education,126.1498421662282,2009-07-29
Department on Disability Services,1232.2782749347002,2009-07-29
District Department of Transportation,758.497062182312,2009-07-29
Department of Consumer & Regulatory Affairs,2071.506510050636,2009-07-29
Department of Employment Services,779.614990463044,2009-07-29
Office of the Tenant Advocate,1045.5569980693165,2009-07-29
Fire & Emergency Medical Services,519.4728365568526,2009-07-29
Department of  Youth Rehabilitation Services,1104.3467452038522,2009-07-29
Metropolitan Police Department,-88.38834146949705,2009-07-30
Department on Disability Services,850.4710438096714,2009-07-30
DC Public Library,-175.81418162959517,2009-07-30
Department of Mental Health,1411.3407936401704,2009-07-30
Department of Education,1320.8829600970755,2009-07-30
Department of  Youth Rehabilitation Services,1024.418985015001,2009-07-30
Department on Disability Services,1244.7766561001094,2009-07-30
DC Public Library,667.3733401753343,2009-07-30
District Department of Transportation,878.0536702750867,2009-07-30
District Department of the Environment,730.310593054825,2009-07-30
Department of Employment Services,1099.3412461914008,2009-07-30
Fire & Emergency Medical Services,716.0320474378284,2009-07-30
Fire & Emergency Medical Services,606.0966861567008,2009-07-30
DC Public Library,-1182.1886594697212,2009-07-30
Metropolitan Police Department,635.0021226825293,2009-07-30
Department of Corrections,649.3742290287304,2009-07-30
Fire & Emergency Medical Services,427.0247590216452,2009-07-30
Department of  Youth Rehabilitation Services,785.2686523697267,2009-07-30
Department of Housing & Community Development,-669.7525084751788,2009-07-30
Department of Health,1129.0564668508969,2009-07-30
Office of the Secretary,-58.4139868593719,2009-07-30
Department of Employment Services,1384.936785087884,2009-07-30
Department on Disability Services,114.42109135739976,2009-07-30
DC Department of Human Resources,-552.2930182050551,2009-07-30
Office of the Tenant Advocate,18.30964637187708,2009-07-30
Office of the Tenant Advocate,553.3691248450506,2009-07-30
District Department of the Environment,992.1997280107709,2009-07-30
Office of Contracting & Procurement,168.63605189791025,2009-07-30
Child & Family Services Administration,1138.847137937446,2009-07-30
Department of Public Works,935.7957542388274,2009-07-30
Office of the Mayor,105.68582970482449,2009-07-31
Department of Health,1631.8375946769606,2009-07-31
Department of Health,120.94198149028676,2009-07-31
Office of Unified Communications,884.8767656004454,2009-07-31
Office on Aging,681.2442733867382,2009-07-31
District Department of the Environment,1481.7676989602842,2009-07-31
District Department of the Environment,-1859.834588322342,2009-07-31
District Department of the Environment,618.5308294792125,2009-07-31
Fire & Emergency Medical Services,-1550.1879367738788,2009-07-31
Fire & Emergency Medical Services,1915.3358895901545,2009-07-31
Metropolitan Police Department,57.9417492202636,2009-07-31
Office of the State Superintendent of Education,553.3691248450506,2009-07-31
Metropolitan Police Department,1717.1775957754526,2009-07-31
Department of Health,-515.3277493887891,2009-07-31
Office of Cable TV,2255.656027540761,2009-07-31
Department of Housing & Community Development,701.9330157927648,2009-07-30
Department of Public Works,-557.2206508716796,2009-07-30
Office of Human Rights,1118.3151501242412,2009-07-30
Department of Public Works,-591.8771800109688,2009-07-30
Department of Public Works,136.0506514898263,2009-07-30
DC Public Library,-1020.6524775356904,2009-07-30
Department of Mental Health,-368.1487489974743,2009-07-30
District Department of the Environment,524.2596455652293,2009-07-30
Department of Housing & Community Development,1197.7776803440856,2009-07-30
Department on Disability Services,-688.9682875833581,2009-07-30
Commission on Arts & Humanities,-57.65505492490081,2009-07-30
Department of Public Works,117.49688771394034,2009-07-30
Medical Liability Captive Insurance Agency,548.3747800100141,2009-07-30
Department of Housing & Community Development,996.4386749862106,2009-07-30
Fire & Emergency Medical Services,415.2580338607528,2009-07-30
Department of Health,653.9993347932561,2009-07-30
Office of Latino Affairs,893.0089289387136,2009-07-30
District Department of Transportation,1426.3840871970538,2009-07-30
"Department of Insurance, Securities & Banking",1275.6345893551352,2009-07-30
Office of the Secretary,361.2721431908153,2009-07-30
Office of the State Superintendent of Education,1092.915884893673,2009-07-30
Department of Public Works,947.7073370443702,2009-07-31
District Department of Transportation,-343.4461932746726,2009-07-30
Department on Disability Services,1028.2334266754085,2009-07-30
Office of the State Superintendent of Education,1199.949863746398,2009-07-30
Department of  Youth Rehabilitation Services,-172.7276363866896,2009-07-30
Department of Mental Health,560.573515466897,2009-07-30
Office of the Tenant Advocate,123.9177072286974,2009-07-31
Department on Disability Services,650.5978862896557,2009-07-31
Office of the Inspector General,1404.178401894743,2009-07-31
Metropolitan Police Department,1251.8668334962967,2009-07-31
District Department of Transportation,228.1271512516945,2009-07-31
District Department of the Environment,366.5279701413572,2009-07-31
Office of the Attorney General,279.04861263858294,2009-07-31
Office of Community Affairs,172.57241519896417,2009-07-31
Metropolitan Police Department,1144.710579753138,2009-07-31
Fire & Emergency Medical Services,1138.457806208312,2009-07-31
District Department of Transportation,1557.6939969588286,2009-07-31
Fire & Emergency Medical Services,1041.5161232956718,2009-07-31
Office of Victim Services,1240.8062798910278,2009-07-31
Department on Disability Services,63.29696552148971,2009-07-31
District Department of Transportation,54.71930373801166,2009-07-31
Office of Contracting & Procurement,30.00862327011725,2009-07-31
Medical Liability Captive Insurance Agency,-303.101636070886,2009-07-30
DC National Guard,224.2127399016676,2009-07-30
Department of Property Management,400.8519776868427,2009-07-30
Office of Police Complaints,956.4748958202956,2009-07-30
Department on Disability Services,401.1536151564429,2009-07-30
Department of Health,828.5577736343166,2009-07-31
Fire & Emergency Medical Services,542.4550098349282,2009-07-30
District Department of the Environment,245.9049261748401,2009-07-30
Department of Corrections,-513.6372977669449,2009-07-30
Deputy Mayor for Economic Development,658.688113831824,2009-07-30
Department of Mental Health,391.6120104016037,2009-07-30
Office of the Chief Technology Officer,1790.8737774066751,2009-07-30
Office of the Chief Financial Officer,715.1835666824438,2009-07-30
Office of the State Superintendent of Education,193.33563022965308,2009-07-30
Office of the State Superintendent of Education,-246.6123020112134,2009-07-30
Office of the Tenant Advocate,-148.69282368915037,2009-07-30
Office of the Chief Medical Examiner,-1318.822850944263,2009-07-30
Department of  Youth Rehabilitation Services,1594.444792690348,2009-07-30
Office of the State Superintendent of Education,1112.843866035976,2009-07-30
District Department of the Environment,250.3558230222646,2009-07-30
DC Department of Human Resources,939.356915802213,2009-07-30
Office of the Secretary,357.30652323778924,2009-07-29
Department of Mental Health,709.9310577566837,2009-07-29
University of the District of Columbia,2343.017122061393,2009-07-30
Office of Contracting & Procurement,284.0878722377861,2009-07-30
Fire & Emergency Medical Services,807.0136747181298,2009-07-30
Department of Health,63.26941203813169,2009-07-30
Fire & Emergency Medical Services,1325.5250660075835,2009-07-30
Department of Public Works,166.4754752743019,2009-07-30
Child & Family Services Administration,1053.3970742982874,2009-07-29
Department of Employment Services,-1061.2473374454405,2009-07-29
Office of the Chief Financial Officer,866.8402604407127,2009-07-29
Office of the Chief Financial Officer,-302.7229522996066,2009-07-30
Office of the State Superintendent of Education,423.4038351639981,2009-07-30
Department of Employment Services,137.26827827225105,2009-07-30
Fire & Emergency Medical Services,1883.1088106263628,2009-07-30
Department of Public Works,1947.721527243893,2009-07-30
Office of the State Superintendent of Education,-222.9518331590035,2009-07-30
DC Lottery & Charitable Games Control Board,348.8224474156435,2009-07-30
Department of Human Services,1123.1888869662753,2009-07-30
Department of Public Works,-141.3323597419277,2009-07-30
Office of the Chief Technology Officer,493.4629948401543,2009-07-30
Office of the Tenant Advocate,768.9521204211503,2009-07-30
Department of Health,1256.230528110676,2009-07-30
Department of  Youth Rehabilitation Services,480.0105301572504,2009-07-30
Department of  Youth Rehabilitation Services,-325.56842342977995,2009-07-30
Department of Employment Services,188.7369992750297,2009-07-30
Department of Health,519.7816872609354,2009-07-31
Department of Public Works,468.1628855630895,2009-07-30
Department of Corrections,462.52330318361714,2009-07-31
Office of the Inspector General,-778.7531802829016,2009-07-31
Department of Human Services,388.7264264391056,2009-07-31
Office of the Mayor,1090.6096684294575,2009-07-31
Office of Finance & Resource Management,1392.648379323028,2009-07-31
District Department of the Environment,-1739.8095962446082,2009-07-31
Office of Human Rights,-122.32106179595836,2009-07-31
Office of the State Superintendent of Education,321.0702484365765,2009-07-31
District Department of the Environment,952.0450930315592,2009-07-31
Office of the Chief Financial Officer,3.258732712453366,2009-07-31
University of the District of Columbia,-163.54445400465318,2009-07-31
Office of the Inspector General,26.137005608529197,2009-07-31
Office on Asian/Pacific Affairs,709.4906688173163,2009-07-31
Department of Human Services,2077.355922803373,2009-07-31
District Department of Transportation,-750.8924705390167,2009-07-31
Department of Health,1303.4028990476854,2009-07-31
Department of Property Management,-364.043784619682,2009-07-31
Department of Health,1622.139374106001,2009-07-31
DC Public Library,382.8731910190344,2009-07-31
Office of the Attorney General,873.9201178967041,2009-07-31
District Department of Transportation,-564.4155415974782,2009-07-31
Fire & Emergency Medical Services,1490.4510833584784,2009-07-31
Office of the State Superintendent of Education,716.2490058871452,2009-07-31
Department of Human Services,903.0150319308584,2009-07-31
District Department of the Environment,70.00578454086985,2009-07-31
District Department of Transportation,71.54933471572639,2009-07-31
Metropolitan Police Department,339.6545178547517,2009-07-31
Department on Disability Services,-2165.3272242369244,2009-07-31
Department of Consumer & Regulatory Affairs,1649.8099345361625,2009-07-31
Fire & Emergency Medical Services,-1648.7636018067556,2009-07-31
Department of Health,652.1168856043406,2009-07-31
Office of Contracting & Procurement,144.77688004071462,2009-07-31
University of the District of Columbia,-626.2511093209451,2009-07-31
Office of the Chief Financial Officer,-222.0363611047951,2009-07-31
DC Department of Human Resources,896.0988805188474,2009-07-31
Department of Motor Vehicles,656.4522193072783,2009-07-31
Office of the Chief Financial Officer,-564.5269666730359,2009-07-31
Fire & Emergency Medical Services,1755.26246455835,2009-07-31
Office of the State Superintendent of Education,404.7783869135516,2009-07-31
Department of Public Works,-362.5767887200161,2009-07-31
Commission on Arts & Humanities,853.192454933828,2009-07-31
District Department of Transportation,865.6285127440227,2009-07-31
Department of  Youth Rehabilitation Services,1348.378106776042,2009-07-31
Metropolitan Police Department,-38.47596333027696,2009-07-31
District Department of Transportation,-572.1801737648738,2009-07-31
Fire & Emergency Medical Services,335.6806091478033,2009-07-31
Department of Public Works,253.6935540955997,2009-07-31
Department of Public Works,1373.9639888224676,2009-07-31
DC Department of Human Resources,265.76346850194074,2009-07-31
Office of Contracting & Procurement,934.9896634578396,2009-07-31
Commission of Judicial Disabilities & Tenure,562.3024492373733,2009-07-31
Metropolitan Police Department,786.8133884545813,2009-07-31
DC Public Library,1066.6863817359863,2009-07-31
Office of the Chief Technology Officer,285.272924343457,2009-07-31
DC Public Library,1161.535009198522,2009-07-31
Department of Corrections,1630.8200334344128,2009-07-31
District Department of Transportation,-691.0902085874569,2009-07-31
Department of  Youth Rehabilitation Services,861.8445010295216,2009-07-31
Department of Mental Health,-408.0680943866553,2009-07-31
Office of the Chief Technology Officer,1419.935966520215,2009-07-31
Office of Finance & Resource Management,801.8625106329441,2009-07-31
DC Sentencing & Criminal Code Review Committee,1496.0073997168138,2009-07-31
Department of Public Works,634.4199859582402,2009-07-31
Department on Disability Services,-365.5387377167477,2009-07-31
Office of Contracting & Procurement,461.3795245306961,2009-07-31
Department of Mental Health,1371.452584696469,2009-07-31
Office of Contracting & Procurement,-22.52224414470868,2009-07-31
Department of Property Management,553.3691248450506,2009-08-01
Child & Family Services Administration,893.7315770736711,2009-08-01
Office of the State Superintendent of Education,-65.98059728922749,2009-08-01
District Department of Transportation,536.9014966082702,2009-08-01
District Department of Transportation,1841.9222068597337,2009-08-01
Department of Health,-179.24620516383584,2009-08-01
DC Department of Human Resources,1572.3443758244564,2009-08-01
Metropolitan Police Department,-702.6178593391759,2009-08-01
DC Public Library,91.53060611155723,2009-08-01
Department of Health,740.9282471240285,2009-08-01
Office of the Tenant Advocate,-71.46888783150689,2009-08-01
District Department of the Environment,1054.1198738260107,2009-08-01
District Department of the Environment,1091.3892402443196,2009-08-01
Metropolitan Police Department,-1372.075357208942,2009-08-01
District Department of the Environment,294.81084520766404,2009-08-01
Fire & Emergency Medical Services,325.7891609435513,2009-08-01
Office of the Mayor,-809.7308652155983,2009-08-01
Office of the State Superintendent of Education,1125.4454970675947,2009-08-01
Department of Property Management,-924.3254997160616,2009-08-01
Department of Human Services,133.58085514226875,2009-08-01
Fire & Emergency Medical Services,515.0909464244453,2009-08-01
Department of Human Services,1561.6096194509812,2009-08-01
Department of  Youth Rehabilitation Services,1141.0457141452457,2009-08-01
DC Taxicab Commission,290.7599280472279,2009-08-01
Metropolitan Police Department,-1366.550328688852,2009-08-01
Department of Health,77.31154523541846,2009-08-01
Office of the State Superintendent of Education,-507.3311835043359,2009-08-01
Department of Public Works,2925.283791807688,2009-08-01
Office of the State Superintendent of Education,758.4814056471255,2009-08-01
Office of Human Rights,119.54144701476469,2009-08-02
District Department of Transportation,-95.47947768653351,2009-08-02
Fire & Emergency Medical Services,219.81051582841675,2009-08-02
Office of Municipal Planning,176.10347483410249,2009-08-02
Department of Human Services,2219.024630237126,2009-08-02
Department of Consumer & Regulatory Affairs,774.982119511244,2009-08-02
Metropolitan Police Department,-470.2375336227535,2009-08-02
Office of the Inspector General,501.64056339206974,2009-08-02
Department of Consumer & Regulatory Affairs,630.9946173976585,2009-08-02
District Department of Transportation,795.1484937952748,2009-08-02
Commission on Arts & Humanities,194.21118505797105,2009-08-02
District Department of the Environment,-157.885947529468,2009-08-02
Department of Health,-824.4351399058165,2009-08-02
Department of Health,-860.5402959558663,2009-08-02
Department of Health,-24.04979715065599,2009-08-02
Commission on Arts & Humanities,268.0326946670689,2009-08-02
District Department of the Environment,388.3242010927593,2009-08-02
Office of Cable TV,-235.60917672840128,2009-08-02
Department of Parks & Recreation,-1049.0997837824211,2009-08-02
Office of Unified Communications,-1059.8610843541496,2009-08-02
Homeland Security/Emergency Management,-446.0727250037303,2009-08-02
Department of Human Services,1559.6198138670864,2009-08-02
Department of Human Services,265.3749442008906,2009-08-02
Department of Housing & Community Development,-70.75466722717351,2009-08-02
DC Public Library,2308.966264913428,2009-08-02
District Department of Transportation,1065.171697115124,2009-08-02
Department of Public Works,396.4813947016238,2009-08-02
Office of the State Superintendent of Education,394.4026206357505,2009-08-02
Metropolitan Police Department,272.30590687181285,2009-08-02
Metropolitan Police Department,1956.1980081956256,2009-08-02
Office of the Chief Technology Officer,-224.17342138546417,2009-08-02
Deputy Mayor for Economic Development,735.1353543371539,2009-08-02
Department of Public Works,-1286.828109411571,2009-08-02
Department of Public Works,1388.1600884624747,2009-08-02
Office of the State Superintendent of Education,1695.1791167051342,2009-08-02
Office on Aging,487.1449710133099,2009-08-02
Office of the State Superintendent of Education,361.97726761314266,2009-08-03
Department of Parks & Recreation,1459.4724900691874,2009-08-02
District Department of the Environment,793.4418936117557,2009-08-02
District Department of the Environment,-1752.5746305346763,2009-08-02
District Department of Transportation,-271.3203078735804,2009-08-02
Office of the Tenant Advocate,709.880341180173,2009-08-02
Department of Health,-648.0978928400283,2009-08-02
Office of Municipal Planning,932.97841056547,2009-08-02
Fire & Emergency Medical Services,969.1683717964412,2009-08-02
Office of Administrative Hearings,121.23018285193076,2009-08-02
Department of Health,593.8740889921319,2009-08-02
District Department of Transportation,1122.1951953164537,2009-08-02
Office of Municipal Planning,1444.182325375697,2009-08-02
Office of the Chief Financial Officer,-493.5019589998834,2009-08-02
District Department of Transportation,2147.7819197668923,2009-08-02
Department of Motor Vehicles,1457.2430802014392,2009-08-02
Department of Health,178.26372344005182,2009-08-02
Office of the Inspector General,-247.4322956945182,2009-08-02
Office of Disability Rights,1364.3414141701046,2009-08-02
Office on Aging,475.1049125219719,2009-08-02
Fire & Emergency Medical Services,772.68849387871,2009-08-02
