AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of  Youth Rehabilitation Services,150.59,2009-05-14
Department of  Youth Rehabilitation Services,-10.6,2009-05-14
Department of  Youth Rehabilitation Services,589.29,2009-05-15
Department of  Youth Rehabilitation Services,104.95,2009-05-15
Department of  Youth Rehabilitation Services,316.92,2009-05-16
Fire & Emergency Medical Services,309.82,2009-05-15
Fire & Emergency Medical Services,29.25,2009-05-15
Department of Health,275.4,2009-05-14
Department of Health,379.4,2009-05-14
Department of  Youth Rehabilitation Services,4158.0,2009-05-14
Department of  Youth Rehabilitation Services,415.0,2009-05-15
Department of  Youth Rehabilitation Services,4698.59,2009-05-16
DC Department of Human Resources,1710.0,2009-05-15
District Department of Transportation,1549.28,2009-05-15
Alcoholic Beverage Regulation Administration,250.0,2009-05-16
Alcoholic Beverage Regulation Administration,250.0,2009-05-16
Alcoholic Beverage Regulation Administration,250.0,2009-05-16
Alcoholic Beverage Regulation Administration,250.0,2009-05-16
Alcoholic Beverage Regulation Administration,250.0,2009-05-16
Alcoholic Beverage Regulation Administration,250.0,2009-05-16
Department of  Youth Rehabilitation Services,2.49,2009-05-14
Department of  Youth Rehabilitation Services,1291.05,2009-05-15
Fire & Emergency Medical Services,539.2,2009-05-15
Fire & Emergency Medical Services,539.2,2009-05-15
Fire & Emergency Medical Services,77.92,2009-05-15
Fire & Emergency Medical Services,1585.0,2009-05-17
District Department of Transportation,1334.88,2009-05-15
District Department of the Environment,16.0,2009-05-16
District Department of the Environment,216.23,2009-05-15
DC National Guard,150.0,2009-05-15
DC National Guard,46.0,2009-05-16
Department of Public Works,438.0,2009-05-15
District Department of Transportation,2241.9,2009-05-15
District Department of Transportation,160.0,2009-05-16
District Department of the Environment,818.32,2009-05-15
Office of the Attorney General,-390.0,2009-03-10
Office of the Attorney General,-402.5,2009-03-10
Office of the Attorney General,-34.56,2009-03-10
Office of the Attorney General,-34.56,2009-03-10
Office of the Attorney General,-738.9,2009-03-10
Office of the Attorney General,-295.9,2009-03-10
Office of the Attorney General,-544.08,2009-03-10
Fire & Emergency Medical Services,204.0,2009-05-15
Serve DC,608.8,2009-05-14
Metropolitan Police Department,689.24,2009-05-14
Department on Disability Services,438.96,2009-05-14
Department on Disability Services,1314.31,2009-05-15
Fire & Emergency Medical Services,241.95,2009-05-14
Department of Health,504.0,2009-05-15
Department of Health,371.68,2009-05-15
Department of Health,63.73,2009-05-15
District Department of the Environment,406.8,2009-05-15
District Department of the Environment,475.0,2009-05-15
Department of Public Works,769.87,2009-05-15
District Department of Transportation,36.75,2009-05-14
District Department of Transportation,36.75,2009-05-15
District Department of Transportation,10.0,2009-05-15
Office of the Inspector General,231.8,2009-05-14
Office of the Inspector General,900.0,2009-05-15
Office of the Inspector General,975.0,2009-05-15
Serve DC,164.5,2009-05-14
Serve DC,340.0,2009-05-15
Metropolitan Police Department,-380.41,2009-05-16
Department of Corrections,392.18,2009-05-15
Department of Corrections,31.73,2009-05-15
DC Department of Human Resources,645.0,2009-05-16
DC Department of Human Resources,599.0,2009-05-16
District Department of the Environment,137.32,2009-05-15
Department of Public Works,107.97,2009-05-17
Department of  Youth Rehabilitation Services,315.9,2009-05-28
Department of  Youth Rehabilitation Services,1576.8,2009-05-28
DC Department of Human Resources,960.0,2009-05-28
Alcoholic Beverage Regulation Administration,59.98,2009-05-28
Fire & Emergency Medical Services,47.0,2009-05-28
Fire & Emergency Medical Services,85.45,2009-05-28
Fire & Emergency Medical Services,2402.78,2009-05-28
Fire & Emergency Medical Services,235.48,2009-05-28
District Department of the Environment,2500.0,2009-05-28
District Department of the Environment,159.96,2009-05-27
Department of Health,2300.0,2009-05-28
District Department of Transportation,15.1,2009-05-28
District Department of Transportation,120.0,2009-05-28
District Department of Transportation,120.0,2009-05-28
District Department of Transportation,1050.0,2009-05-28
District Department of Transportation,79.2,2009-05-27
Office of the Chief Technology Officer,1600.0,2009-05-28
Office of the Chief Technology Officer,603.35,2009-05-29
Department on Disability Services,24.99,2009-05-27
Department on Disability Services,20.0,2009-05-27
Department on Disability Services,60.0,2009-05-27
Department of Health,576.0,2009-05-27
Department of Health,1904.0,2009-05-27
Office of the Inspector General,197.1,2009-05-27
Office of the Inspector General,585.0,2009-05-29
Office of the Inspector General,585.0,2009-05-29
Office of Motion Pictures & Television,22.0,2009-05-28
DC Office of Risk Management,867.05,2009-05-27
Office of the Chief Technology Officer,740.0,2009-05-05
Office of the Chief Technology Officer,1695.75,2009-05-28
Fire & Emergency Medical Services,599.7,2009-05-27
Fire & Emergency Medical Services,19.9,2009-05-28
Office of Unified Communications,700.0,2009-05-28
Office of Unified Communications,100.0,2009-05-28
Office of Unified Communications,1094.0,2009-05-28
DC Office of Risk Management,15.0,2009-05-27
Metropolitan Police Department,2392.0,2009-05-27
Department of Property Management,55.0,2009-05-28
Department of Health,240.6,2009-05-27
Child & Family Services Administration,243.4,2009-05-28
Office on Aging,398.21,2009-05-27
Office of Administrative Hearings,-50.0,2009-05-28
Department of Public Works,220.4,2009-06-01
Department on Disability Services,1322.02,2009-06-01
Department on Disability Services,650.66,2009-05-29
Office of Public Educational Facilities Modernization,6.0,2009-06-01
Department of Public Works,295.0,2009-06-01
Office of Police Complaints,35.0,2009-06-01
Office of Police Complaints,303.0,2009-06-02
Fire & Emergency Medical Services,2686.28,2009-06-01
Office of the Tenant Advocate,240.0,2009-05-31
Department of Public Works,107.0,2009-06-01
Department of Public Works,90.0,2009-06-01
Department on Disability Services,1322.02,2009-06-01
Department on Disability Services,-1322.02,2009-06-01
Department of Health,254.9,2009-06-01
Department of Health,650.0,2009-06-01
District Department of Transportation,50.0,2009-06-01
District Department of Transportation,50.0,2009-06-01
Metropolitan Police Department,2554.79,2009-06-01
Fire & Emergency Medical Services,2111.15,2009-06-01
Department of Employment Services,220.0,2009-06-01
District Department of the Environment,399.87,2009-05-30
District Department of the Environment,399.87,2009-05-30
Department of  Youth Rehabilitation Services,-49.98,2009-06-01
Fire & Emergency Medical Services,264.36,2009-06-03
Fire & Emergency Medical Services,2999.0,2009-06-03
Fire & Emergency Medical Services,1195.0,2009-06-03
District Department of Transportation,90.0,2009-06-03
District Department of Transportation,938.0,2009-06-04
Fire & Emergency Medical Services,65.72,2009-06-04
District Department of the Environment,-650.0,2009-06-04
District Department of the Environment,31.92,2009-06-04
District Department of Transportation,311.2,2009-06-03
District Department of Transportation,475.0,2009-06-04
Department of Public Works,1816.34,2009-06-04
Office of the Chief Financial Officer,3120.0,2009-06-05
Fire & Emergency Medical Services,19.37,2009-06-04
Fire & Emergency Medical Services,11.74,2009-06-04
Serve DC,464.2,2009-06-03
Serve DC,464.2,2009-06-03
Office of the State Superintendent of Education,0.02,2009-06-03
District Department of Transportation,1165.05,2009-06-03
District Department of the Environment,955.68,2009-06-04
Office of the Inspector General,2277.75,2009-06-03
Office of the Inspector General,650.0,2009-06-03
Office of the Inspector General,355.0,2009-06-05
DC Department of Human Resources,165.5,2009-06-03
DC Department of Human Resources,2495.0,2009-06-04
Department of  Youth Rehabilitation Services,108.76,2009-06-01
Department of Property Management,-54.99,2009-06-02
Department of Property Management,52.0,2009-06-02
"Department of Insurance, Securities & Banking",396.0,2009-06-02
DC Public Library,654.42,2009-06-01
DC Public Library,1007.44,2009-06-01
Office of the Tenant Advocate,836.0,2009-06-01
Office of the Tenant Advocate,836.0,2009-06-01
Office of the Tenant Advocate,836.0,2009-06-01
Office of the Tenant Advocate,836.0,2009-06-01
Office of the Tenant Advocate,0.53,2009-06-01
Department of Employment Services,4987.61,2009-06-01
Metropolitan Police Department,2559.0,2009-06-02
District Department of the Environment,44.97,2009-06-02
Department of Motor Vehicles,1947.5,2009-06-01
Department of Human Services,-0.21,2009-05-29
Department of Human Services,-34.14,2009-05-29
Department on Disability Services,39.3,2009-06-01
Office of the Tenant Advocate,836.0,2009-06-01
Office of the Tenant Advocate,836.0,2009-06-01
Department of Human Services,360.56,2009-06-01
Department of  Youth Rehabilitation Services,65.0,2009-06-01
Fire & Emergency Medical Services,110.0,2009-06-02
Fire & Emergency Medical Services,180.0,2009-06-02
DC Department of Human Resources,88.17,2009-06-05
Fire & Emergency Medical Services,411.8,2009-06-04
Fire & Emergency Medical Services,885.0,2009-06-04
Office of Unified Communications,1920.0,2009-06-03
DC Office of Risk Management,12.7,2009-06-03
Metropolitan Police Department,2300.0,2009-06-04
Office of Contracting & Procurement,1602.0,2009-06-04
Department of Health,1000.53,2009-06-03
Department of Health,1000.53,2009-06-03
Department of Health,428.0,2009-06-03
Department of Health,380.0,2009-06-04
Department of Health,295.2,2009-06-03
Department of Health,287.3,2009-06-03
Fire & Emergency Medical Services,2486.46,2009-06-04
Office on Aging,160.0,2009-06-04
Commission on Arts & Humanities,89.5,2009-06-04
Commission on Arts & Humanities,248.0,2009-06-03
DC Sentencing & Criminal Code Review Committee,2028.83,2009-06-04
Office of Victim Services,309.8,2009-06-03
Office of Victim Services,125.0,2009-06-03
Office of the State Superintendent of Education,249.0,2009-06-04
DC National Guard,170.42,2009-06-04
Department of Corrections,680.3,2009-06-04
Department of Corrections,62.72,2009-06-04
District Department of Transportation,263.2,2009-06-03
Fire & Emergency Medical Services,49.02,2009-06-02
Department of  Youth Rehabilitation Services,3829.0,2009-06-02
Department of  Youth Rehabilitation Services,220.0,2009-06-01
Fire & Emergency Medical Services,12.5,2009-06-02
Fire & Emergency Medical Services,278.38,2009-06-02
Fire & Emergency Medical Services,300.0,2009-06-02
Fire & Emergency Medical Services,262.79,2009-06-02
District Department of Transportation,867.51,2009-06-02
Fire & Emergency Medical Services,554.92,2009-06-01
District Department of the Environment,10.0,2009-06-02
District Department of Transportation,450.0,2009-06-02
District Department of Transportation,450.0,2009-06-02
District Department of the Environment,558.2,2009-06-02
Office of the Chief Technology Officer,848.8,2009-06-02
Office of the Chief Technology Officer,759.0,2009-06-02
DC Public Library,1486.85,2009-06-01
Department of Health,38.75,2009-06-01
Office of the State Superintendent of Education,-258.77,2009-06-02
Fire & Emergency Medical Services,150.0,2009-06-01
Department of Property Management,16.33,2009-06-02
Office of the Inspector General,19.95,2009-06-02
Office of the Inspector General,995.0,2009-06-03
Fire & Emergency Medical Services,128.94,2009-06-02
Department of Motor Vehicles,485.0,2009-06-04
Office of the Attorney General,760.5,2009-06-03
Office of Contracting & Procurement,72.0,2009-06-03
Office of the Chief Technology Officer,834.0,2009-06-04
Department on Disability Services,364.25,2009-06-03
DC Public Library,630.0,2009-06-04
DC Public Library,1615.12,2009-06-03
Office of the Mayor,65.45,2009-06-03
Office of the Mayor,32.5,2009-06-03
"Department of Insurance, Securities & Banking",315.2,2009-06-03
Department of Property Management,390.91,2009-06-04
Metropolitan Police Department,1189.66,2009-06-03
Office of Municipal Planning,933.5,2009-06-03
Office of Municipal Planning,250.0,2009-06-04
Department of Housing & Community Development,150.0,2009-06-03
Department of Employment Services,824.4,2009-06-03
Office of Zoning,986.5,2009-06-05
Department of Health,283.2,2009-06-03
Department of Health,283.2,2009-06-03
Department of Health,569.0,2009-06-03
Department of Health,569.0,2009-06-03
Department of Public Works,295.0,2009-06-04
Department of Public Works,295.0,2009-06-04
Office of Unified Communications,480.0,2009-06-02
Child & Family Services Administration,283.0,2009-05-29
Office of the Chief Financial Officer,-22.42,2009-05-19
DC Public Library,2500.0,2009-06-02
Office on Aging,620.0,2009-06-01
Office of Finance & Resource Management,913.24,2009-06-02
Department of  Youth Rehabilitation Services,64.0,2009-06-02
Commission on Arts & Humanities,124.99,2009-06-02
Department of Consumer & Regulatory Affairs,241.09,2009-06-02
Department of Consumer & Regulatory Affairs,420.0,2009-06-02
Department of Public Works,852.42,2009-06-01
Department of Public Works,500.0,2009-06-02
Office of Human Rights,176.0,2009-06-01
Office of Contracting & Procurement,128.04,2009-06-01
District Department of Transportation,1953.0,2009-06-02
District Department of Transportation,70.0,2009-06-01
Office of the Chief Technology Officer,99.0,2009-06-03
Department of Property Management,150.0,2009-06-02
Department of Property Management,31.95,2009-06-02
Office of the Mayor,259.79,2009-06-01
Office of the Mayor,79.92,2009-06-01
Department of Property Management,2133.82,2009-06-01
Department of Property Management,499.0,2009-06-02
Department of Public Works,459.2,2009-06-01
Department of Property Management,1992.0,2009-05-29
Fire & Emergency Medical Services,-92.48,2009-05-22
Office of the State Superintendent of Education,496.68,2009-05-29
Department of Property Management,22.55,2009-05-29
Department of Property Management,22.55,2009-05-31
Department of Property Management,22.55,2009-05-31
Department of Property Management,22.55,2009-05-31
Department of Property Management,22.55,2009-05-31
Department of Public Works,474.35,2009-05-29
Department of Public Works,510.28,2009-05-29
Department of Public Works,514.24,2009-05-29
Department of Public Works,350.9,2009-05-28
Department of Employment Services,-4887.93,2009-03-24
Department of Parks & Recreation,1250.0,2009-05-28
Department of Public Works,128.72,2009-05-29
Department of Public Works,1080.48,2009-05-28
Department of Public Works,298.44,2009-05-28
Department of Public Works,73.39,2009-05-29
Department of Public Works,98.54,2009-05-29
Department of Public Works,104.52,2009-05-29
Department of  Youth Rehabilitation Services,101.89,2009-05-29
Department of Public Works,1395.0,2009-05-29
Department of Public Works,395.0,2009-05-29
Department of Parks & Recreation,640.08,2009-05-30
Department of Mental Health,1091.0,2009-05-29
Department of Public Works,459.2,2009-06-01
Department of Public Works,196.0,2009-06-01
Department of Public Works,32.93,2009-06-03
Commission of Judicial Disabilities & Tenure,20.69,2009-06-02
Office of Municipal Planning,899.97,2009-06-01
Department of Consumer & Regulatory Affairs,85.7,2009-06-03
Department of Housing & Community Development,247.9,2009-06-01
Department of Motor Vehicles,-0.02,2009-05-29
Department of Public Works,295.0,2009-06-02
Department of Health,283.2,2009-06-01
Department of Health,112.2,2009-06-01
Office of the State Superintendent of Education,1871.88,2009-06-02
Office of Disability Rights,-45.0,2009-06-02
District Department of Transportation,279.99,2009-06-03
Fire & Emergency Medical Services,404.9,2009-06-03
Department of Corrections,125.0,2009-06-01
Department of Corrections,1245.23,2009-06-01
Department of Corrections,289.92,2009-06-02
Department of Housing & Community Development,20.0,2009-06-01
Department on Disability Services,54.0,2009-06-01
Department on Disability Services,169.95,2009-06-01
DC Public Library,970.85,2009-05-28
DC Public Library,679.83,2009-06-01
DC Public Library,2130.23,2009-06-01
DC Public Library,89.14,2009-06-01
Department of Human Services,800.0,2009-05-28
Office of the Attorney General,132.75,2009-05-30
Office of the Attorney General,14.75,2009-05-30
Department of Human Services,290.0,2009-05-28
Department of Human Services,0.21,2009-05-29
Department of Human Services,33.46,2009-05-29
Department of Motor Vehicles,19.95,2009-05-30
Office of the Tenant Advocate,1120.0,2009-05-28
Office of the Tenant Advocate,1120.0,2009-05-28
Office of the Tenant Advocate,374.43,2009-05-28
Office of the Tenant Advocate,239.31,2009-05-28
Office of the Tenant Advocate,419.5,2009-05-30
Fire & Emergency Medical Services,100.0,2009-05-28
Fire & Emergency Medical Services,795.0,2009-05-30
Fire & Emergency Medical Services,795.0,2009-05-30
Fire & Emergency Medical Services,88.66,2009-05-29
Fire & Emergency Medical Services,364.75,2009-05-29
Department of Health,4.75,2009-05-29
Department of Health,4.75,2009-05-29
Department of Health,4.75,2009-05-29
Department of Health,4.75,2009-05-29
Department of  Youth Rehabilitation Services,584.95,2009-05-28
Department of  Youth Rehabilitation Services,1685.0,2009-05-29
DC Department of Human Resources,520.0,2009-05-29
Department of Corrections,58.41,2009-06-01
Department of Employment Services,1699.98,2009-05-29
Department of Employment Services,1362.6,2009-06-01
Department of Public Works,619.78,2009-06-02
Department of Motor Vehicles,75.0,2009-06-02
DC Public Library,402.0,2009-06-03
Department of Mental Health,834.4,2009-06-02
Department of Mental Health,839.8,2009-06-02
Office of Latino Affairs,578.39,2009-06-01
Office of the Mayor,60.0,2009-06-02
District Department of Transportation,1575.0,2009-06-02
Contract Appeals Board,-102.1,2009-06-03
Department of Health,39.0,2009-06-01
District Department of the Environment,-112.27,2009-06-02
Department of  Youth Rehabilitation Services,72.0,2009-06-02
Department of  Youth Rehabilitation Services,313.12,2009-06-02
Department of  Youth Rehabilitation Services,-27.5,2009-06-01
Department of  Youth Rehabilitation Services,229.95,2009-06-02
Department of  Youth Rehabilitation Services,416.87,2009-06-02
Department of  Youth Rehabilitation Services,-137.72,2009-06-02
Department of Property Management,1170.0,2009-06-03
Department of Property Management,820.0,2009-06-03
Department of Human Services,73.93,2009-06-02
DC Department of Human Resources,387.15,2009-05-29
Department of  Youth Rehabilitation Services,411.6,2009-05-28
Department of  Youth Rehabilitation Services,114.86,2009-05-29
Fire & Emergency Medical Services,279.0,2009-05-28
Fire & Emergency Medical Services,279.0,2009-05-28
Fire & Emergency Medical Services,114.99,2009-05-29
Fire & Emergency Medical Services,52.64,2009-05-29
Fire & Emergency Medical Services,49.74,2009-05-28
Fire & Emergency Medical Services,32.01,2009-05-28
Fire & Emergency Medical Services,-100.0,2009-05-29
Department on Disability Services,204.8,2009-05-28
Department on Disability Services,682.1,2009-05-30
Department on Disability Services,-22.44,2009-05-30
Department of Public Works,67.16,2009-05-28
Department of Consumer & Regulatory Affairs,269.2,2009-05-29
District Department of Transportation,1050.0,2009-05-29
District Department of Transportation,550.0,2009-05-29
District Department of Transportation,95.0,2009-05-29
District Department of Transportation,315.2,2009-05-28
District Department of Transportation,425.2,2009-05-29
District Department of the Environment,36.99,2009-05-29
District Department of the Environment,275.6,2009-05-29
Fire & Emergency Medical Services,773.15,2009-06-03
DC Public Library,-1200.0,2009-06-02
DC Public Library,-345.84,2009-05-27
Department of Mental Health,277.7,2009-06-02
Department of Housing & Community Development,135.0,2009-06-02
District Department of the Environment,22.35,2009-06-03
City Administrator/Deputy Mayor,9.0,2009-06-03
Department on Disability Services,324.75,2009-06-02
Department on Disability Services,448.0,2009-06-03
Department of Health,4.75,2009-06-03
Department of Health,4.75,2009-06-03
Department of Health,4.75,2009-06-03
Department of Health,4.75,2009-06-03
DC Department of Human Resources,686.12,2009-06-02
DC Department of Human Resources,575.0,2009-06-03
Department of  Youth Rehabilitation Services,-6.25,2009-06-02
Fire & Emergency Medical Services,678.56,2009-06-02
Fire & Emergency Medical Services,799.95,2009-06-03
District Department of Transportation,300.0,2009-06-03
Office of Police Complaints,-832.07,2009-05-01
Office of Police Complaints,-21.0,2009-05-01
District Department of the Environment,655.0,2009-06-02
District Department of the Environment,332.35,2009-06-02
Fire & Emergency Medical Services,-298.0,2009-06-03
DC Public Library,92.2,2009-05-29
Department of Health Care Finance,20.15,2009-05-31
Department of Health,1210.0,2009-05-28
District Department of the Environment,65.0,2009-05-28
District Department of the Environment,2478.0,2009-05-29
Fire & Emergency Medical Services,18.0,2009-05-30
Fire & Emergency Medical Services,169.2,2009-05-29
Fire & Emergency Medical Services,156.38,2009-05-29
Fire & Emergency Medical Services,695.0,2009-05-29
DC National Guard,827.6,2009-05-29
Department of Corrections,133.96,2009-05-30
Fire & Emergency Medical Services,10.05,2009-05-29
District Department of Transportation,2402.36,2009-05-29
Office of Unified Communications,692.3,2009-05-29
Office of Unified Communications,490.0,2009-05-29
DC Office of Risk Management,15.0,2009-05-30
Department of Public Works,175.0,2009-05-29
Department of Public Works,935.96,2009-05-29
Office of the Mayor,323.0,2009-05-29
Office of Contracting & Procurement,133.86,2009-05-28
Office of Contracting & Procurement,58.16,2009-05-29
Office of Contracting & Procurement,35.0,2009-05-29
Office of Contracting & Procurement,128.04,2009-05-29
Office of Contracting & Procurement,67.2,2009-05-29
Office of Contracting & Procurement,70.8,2009-05-29
Department of Health Care Finance,24.29,2009-06-03
District Department of Transportation,1699.32,2009-06-02
Office on Asian/Pacific Affairs,1230.0,2009-06-03
Office of the Inspector General,1125.0,2009-06-03
Office of the Inspector General,1200.0,2009-06-03
Deputy Mayor for Economic Development,300.0,2009-06-02
Deputy Mayor for Economic Development,19.95,2009-06-03
Serve DC,464.2,2009-06-02
Metropolitan Police Department,10.0,2009-06-03
DC Department of Human Resources,10.36,2009-06-03
DC Department of Human Resources,699.8,2009-06-03
Fire & Emergency Medical Services,62.12,2009-06-03
Fire & Emergency Medical Services,-15.49,2009-06-03
Fire & Emergency Medical Services,204.95,2009-06-03
Fire & Emergency Medical Services,349.08,2009-06-02
Department of Property Management,14.5,2009-06-03
Department of Health,149.19,2009-06-02
Department of Health,247.7,2009-06-02
Department of Health,720.0,2009-06-04
DC Public Library,310.0,2009-06-03
Department of Human Services,499.0,2009-06-03
Commission on Arts & Humanities,-520.25,2009-06-02
Commission on Arts & Humanities,1752.35,2009-06-02
Commission on Arts & Humanities,33.73,2009-06-03
Office of the State Superintendent of Education,758.5,2009-05-28
Office of the State Superintendent of Education,395.0,2009-05-29
Office of the State Superintendent of Education,798.0,2009-05-30
Office of the State Superintendent of Education,240.0,2009-05-29
Department of Corrections,728.97,2009-05-29
Department of  Youth Rehabilitation Services,559.0,2009-05-30
Department of  Youth Rehabilitation Services,40.0,2009-05-30
Department of  Youth Rehabilitation Services,233.0,2009-05-30
Department of  Youth Rehabilitation Services,158.0,2009-05-30
Fire & Emergency Medical Services,1.79,2009-05-29
Fire & Emergency Medical Services,690.0,2009-05-29
Commission on Arts & Humanities,1752.35,2009-05-28
Commission on Arts & Humanities,249.03,2009-05-29
Commission on Arts & Humanities,550.0,2009-05-29
Commission on Arts & Humanities,21.0,2009-05-28
Commission on Arts & Humanities,1527.35,2009-05-29
Child & Family Services Administration,1226.22,2009-05-31
City Administrator/Deputy Mayor,162.99,2009-05-31
Department of Employment Services,2042.8,2009-05-28
Department of Employment Services,-369.99,2009-05-29
District Department of the Environment,2487.5,2009-05-30
Department of Human Services,1789.2,2009-05-28
Office of the Chief Financial Officer,1109.48,2009-05-29
Department of Health,198.0,2009-05-29
Office of the Inspector General,1019.5,2009-06-26
Department of Mental Health,22.13,2009-06-26
Department of Mental Health,100.0,2009-06-26
Department of Mental Health,470.64,2009-06-26
Serve DC,479.6,2009-06-26
Serve DC,767.36,2009-06-26
Serve DC,684.8,2009-06-26
Department on Disability Services,197.2,2009-06-26
Department on Disability Services,150.0,2009-06-26
Office of Motion Pictures & Television,-336.17,2009-06-26
Department of Corrections,250.0,2009-06-26
Department of Human Services,325.04,2009-06-27
District Department of the Environment,65.98,2009-06-26
Office of Victim Services,16.26,2009-06-28
Fire & Emergency Medical Services,55.0,2009-06-27
Fire & Emergency Medical Services,348.04,2009-06-26
Fire & Emergency Medical Services,477.95,2009-06-26
Fire & Emergency Medical Services,199.0,2009-06-26
District Department of Transportation,60.43,2009-06-26
District Department of Transportation,20.7,2009-06-26
DC Office of Risk Management,40.0,2009-06-26
DC Office of Risk Management,60.0,2009-06-26
Metropolitan Police Department,852.11,2009-06-25
Office of Contracting & Procurement,750.0,2009-06-26
Department of Public Works,267.4,2009-06-25
Department of Public Works,956.5,2009-06-15
District Department of Transportation,15.25,2009-06-15
District Department of Transportation,400.0,2009-06-16
District Department of Transportation,125.0,2009-06-15
District Department of Transportation,-112.5,2009-06-08
District Department of the Environment,1184.0,2009-06-15
District Department of Transportation,1596.0,2009-06-15
Department of Public Works,332.48,2009-06-15
Office of the Chief Medical Examiner,0.49,2009-06-15
Office of the Chief Medical Examiner,49.2,2009-06-15
Office of the State Superintendent of Education,300.0,2009-06-15
Office of the Chief Technology Officer,150.0,2009-06-15
Department on Disability Services,495.0,2009-06-16
Department of Consumer & Regulatory Affairs,77.98,2009-06-15
Department of Consumer & Regulatory Affairs,398.79,2009-06-15
Department of Health,1401.45,2009-06-15
Fire & Emergency Medical Services,1602.5,2009-06-15
Fire & Emergency Medical Services,1880.0,2009-06-15
DC National Guard,25.99,2009-06-15
Department of Consumer & Regulatory Affairs,80.09,2009-06-14
DC Public Library,211.73,2009-06-15
Office of Public Educational Facilities Modernization,275.23,2009-06-15
Department of Housing & Community Development,243.89,2009-06-15
Department of Employment Services,180.0,2009-06-15
Department of Mental Health,248.3,2009-06-18
District Department of the Environment,1970.1,2009-06-17
District Department of the Environment,2500.0,2009-06-18
District Department of the Environment,700.0,2009-06-18
District Department of Transportation,123.3,2009-06-17
District Department of Transportation,1997.45,2009-06-18
Office of the Inspector General,150.0,2009-06-18
District Department of Transportation,79.16,2009-06-17
Department of Human Services,29.95,2009-06-18
Department of  Youth Rehabilitation Services,145.5,2009-06-18
Department of  Youth Rehabilitation Services,15.57,2009-06-18
Department of Mental Health,362.43,2009-06-18
DC Public Library,46.99,2009-06-18
DC Public Library,140.97,2009-06-18
DC Public Library,140.97,2009-06-18
DC Public Library,140.97,2009-06-18
Office of the Chief Financial Officer,475.0,2009-06-18
Department of Health,47.25,2009-06-18
Department of Health,247.3,2009-06-18
Department of Health,6.92,2009-06-18
Department of Health,249.85,2009-06-18
Department of Employment Services,1299.11,2009-06-17
Department of Employment Services,1750.37,2009-06-16
Office of Motion Pictures & Television,672.35,2009-06-24
Fire & Emergency Medical Services,18.76,2009-06-24
Fire & Emergency Medical Services,43.34,2009-06-24
DC Office of Risk Management,31.85,2009-06-23
Office of the Chief Financial Officer,675.0,2009-06-24
Office of Partnership & Grant Services,-0.97,2009-06-24
Office of Partnership & Grant Services,-3.89,2009-06-24
Department on Disability Services,95.5,2009-06-25
Fire & Emergency Medical Services,55.88,2009-06-23
Department of Corrections,90.0,2009-06-23
Department of Corrections,165.0,2009-06-24
Fire & Emergency Medical Services,58.67,2009-06-23
Department of Employment Services,1940.0,2009-06-23
District Department of Transportation,94.36,2009-06-23
District Department of Transportation,40.63,2009-06-23
Department of Motor Vehicles,995.0,2009-06-23
Office of Contracting & Procurement,84.0,2009-06-23
Office of Contracting & Procurement,84.0,2009-06-23
Office of Contracting & Procurement,84.0,2009-06-23
Office of Contracting & Procurement,139.68,2009-06-23
Office of Contracting & Procurement,133.86,2009-06-23
Office of Contracting & Procurement,139.68,2009-06-23
Office of Contracting & Procurement,128.04,2009-06-23
Office of Contracting & Procurement,50.0,2009-06-23
Office of Contracting & Procurement,139.68,2009-06-23
Department of Public Works,267.4,2009-06-25
Department of Public Works,267.4,2009-06-25
Department of Public Works,15.0,2009-06-25
Department of Public Works,15.0,2009-06-25
Department of Public Works,15.0,2009-06-25
Department of Public Works,498.8,2009-06-26
Department of Public Works,25.0,2009-06-26
Office of the Mayor,806.65,2009-06-26
Office of the Mayor,360.36,2009-06-26
Office of the Mayor,296.7,2009-06-26
DC Department of Human Resources,1812.36,2009-06-27
Department of Health,275.0,2009-06-25
Department of Health,1860.0,2009-06-26
Department of Health,409.4,2009-06-26
Office of the Chief Financial Officer,1350.0,2009-06-26
Office of Contracting & Procurement,82.8,2009-06-25
Office of Contracting & Procurement,84.0,2009-06-25
Office of Contracting & Procurement,90.0,2009-06-25
Office on Aging,361.9,2009-06-25
Office on Aging,25.0,2009-06-25
Department of Health,150.0,2009-06-22
Department of Consumer & Regulatory Affairs,419.03,2009-06-25
Department of Consumer & Regulatory Affairs,13.01,2009-06-26
Office of Partnership & Grant Services,600.0,2009-06-26
Office of Partnership & Grant Services,1507.71,2009-06-27
Office of Partnership & Grant Services,33.88,2009-06-27
Department of Health,425.0,2009-06-15
Department of Health,52.93,2009-06-15
Department of  Youth Rehabilitation Services,2490.0,2009-06-15
Department of Mental Health,46.92,2009-06-15
Department of Mental Health,-89.97,2009-06-15
Department of Health,1201.04,2009-06-15
Office of Disability Rights,1000.0,2009-06-15
Office of the State Superintendent of Education,850.0,2009-06-16
Office of Police Complaints,19.44,2009-06-15
Fire & Emergency Medical Services,416.26,2009-06-15
Fire & Emergency Medical Services,67.11,2009-06-15
Fire & Emergency Medical Services,825.0,2009-06-15
Fire & Emergency Medical Services,40.52,2009-06-15
Office of the Tenant Advocate,202.4,2009-06-16
Office of the Attorney General,298.5,2009-06-15
Office of the Attorney General,298.5,2009-06-15
Department of Health,2320.0,2009-06-15
Department on Disability Services,150.0,2009-06-13
